id	title	title_en	keywords_en	keywords_fr	authors	date	langue	translated	subcountry	country	firstauthor	country2	author2	macroregion
25357	« Représenter sa ville » : l’ancrage des identités urbaines dans le rap des Twin Cities	“Representing the city”: Urban identities in Twin Cities’ rap music	rap music,music,city,representation,place,United States	rap,musique,ville,représentation,lieu,États-Unis	Guillard Séverin	2012-05-23	fr	TRUE	twin cities	US	FR			
25363	Les élections présidentielles de 2012 : du quinquennat à la fabrication d’une France pentapolaire	The presidential elections of 2012: Of five-year term in the manufacturing of pentapolaire France	presidential election,France,cantons,electoral geography	élection présidentielle,France,cantons,géographie électorale	Colange Céline,Fourquet Jérome,Bussi Michel	2012-05-23	fr	TRUE		FR	FR			
25354	Analyse spatiale de structures paysagères en contexte agricole bocager	Spatial analysis of landscape structures in “bocage” agricultural context	spatial analysis,Landscape dynamic,land cover,remote sensing,geomatics	analyse spatiale,dynamique paysagère,occupation du sol,télédétection,géomatique	Vannier Clémence	2012-05-17		TRUE	Brittany	FR	FR			
25351	Un automate cellulaire pour expérimenter les effets de la proximité dans le processus d’étalement urbain : le modèle Raumulus	A cellular automaton for testing proximity effects on urban sprawl: the Raumulus model	cellular automaton,urban growth,proximity,city	automate cellulaire,croissance urbaine,proximité,ville	Moreno Diego,Badariotti Dominique,Banos Arnaud	2012-05-15		TRUE			FR			
25332	Les espaces de vie individuels : de la géographie à une application empirique en démographie	Individual life spaces: from geography to an empirical application in demography	life space,demography,spatial mobility,quantitative analysis	espace de vie,démographie,mobilité spatiale,analyse quantitative	Robette Nicolas	2012-04-27	fr	TRUE		FR	FR			
25310	L’influence des parties prenantes dans les grands projets urbains	The influence of stakeholders in large urban projects. The cases of the Quartier des spectacles de Montréal and Lyon Confluence	Canada,Citizen participation,France,governance,large urban project,North America,process,project management,stakeholders,Urban planning	acteurs,Amérique du Nord,Canada,France,gestion de projet,gouvernance,grand projet urbain,participation publique,parties prenantes,processus,Urbanisme	Viel Laurent,Lizarralde Gonzalo,Maherzi Fella Amina,Thomas-Maret Isabelle	2012-04-26	fr	TRUE	Montreal.Lyon	CA.FR	CA			
25299	Le chêne ou le roseau : quelles stratégies de gestion du risque d’inondation en France ?	Oak or reed: how to manage flood risk in France?	Depolderization,flood storage area,protection dykes,resilience,resistance,risk prevention plan,river and maritime flood risk	Dépoldérisation,digue de protection,plan de prévention des risques,résilience,résistance,risque d’inondation fluviale et maritime,zone d’expansion des crues	Rode Sylvain	2012-04-25		TRUE		FR	FR			
25285	La borréliose de Lyme : un risque sanitaire émergent dans les forêts franciliennes ?	Is Lyme borreliosis an emerging health risk in the forests of Ile-de-France?	emergence,health risk,forest of Sénart,suburban,Lyme borreliosis,vulnerability,France	émergence,risque sanitaire,forêt de Sénart,périurbain,borréliose de Lyme,vulnérabilité,France	Méha Christelle,Godard Vincent,Moulin Bernard,Haddad Hedi	2012-04-20		TRUE	Senart	FR	FR		CA	
25271	Vers une visualisation de la complexité de l’image cartographique	Towards a visualization of the cartographic image complexity	cartography,map,complexity,readability,visualization,compression,saliency,software	cartographie,carte,complexité,lisibilité,visualisation,compression,saillance,logiciel,infographie	Jégou Laurent,Deblonde Jean-Philippe	2012-04-11		TRUE			FR			
25264	Vers la disparition des brousses ? Analyse multi-scalaire de la dynamique des paysages à l’ouest du Burkina Faso depuis 1952	Is the end of the West African bush? Multi-scale analysis of landscape dynamics in Western of Burkina Faso since 1952	Landscape,spatial analysis,conservation,agriculture,West Africa	Paysage,analyse spatiale,protection de la nature,agriculture,Afrique de l’ouest	Caillault Sébastien,Ballouche Aziz,Delahaye Daniel	2012-04-10		TRUE	Tui	BF	FR			
25248	Modéliser un choix politique : où fait-on des « quartiers de démocratie locale » dans l’agglomération parisienne ?	Modeling a political choice. The case of neighborhood clustering and local democracy in Paris area.		quartier,démocratie locale,territoire,appartenances politiques,agglomération parisienne	Humain-Lamoure Anne-Lise	2012-04-09		TRUE	Paris	FR	FR			
25233	Formaliser le raisonnement chronologique et son incertitude en archéologie de terrain	Formalization of the chronological reasoning and its uncertainty in field archaeology	chronology,stratigraphy,Harris matrix,uncertainty	chronologie,stratigraphie,diagramme stratigraphique,incertitude	Desachy Bruno	2012-04-01		TRUE			FR			
25226	La maîtrise des populations de grands ongulés dans les espaces naturels protégés : comment gérer la spatialité animale par des territoires humains ?	The control of the populations of tall ongulated within protected natural spaces: a territorial issue for men or for animals?	mountain,national park,ongulated,pastoralism,regulation,wolf	loup,montagne,ongulés,parc national,pastoralisme,régulation	Poinsot Yves,Saldaqui François	2012-03-31		TRUE	Pyrenees.Cevennes	FR	FR			
25209	Politique de sécurité et villages-frontière entre États-Unis et Québec		border,Canada,United States,security,artificial border,scale	frontière,Canada,États-Unis,sécurité,frontière artificielle,échelle	Lasserre Frédéric,Forest Patrick,Arapi Enkeleda	2012-03-03	fr	FALSE	Quebec	CA.US	CA			
25200	Du lieu vu au milieu vécu			Tibet,exploration,paysage urbain,expérience vécue,géographie littéraire,histoire de la culture,toposensibilité	Thévoz Samuel	2012-03-02	fr	FALSE	Tibet	CN	CH			
25187	Mesurer la notoriété touristique communale : contribution méthodologique à l’aide de l’analyse textuelle de guides touristiques	Using textual analysis of travel guidebooks to measure touristic attractiveness at the local level: a methodological approach	tourism,localized attractiveness,textual analysis,statistical indicator,methodology,travel guidebooks	tourisme,notoriété touristique communale,test méthodologique,analyse textuelle,indicateur statistique,guides touristiques	Ollivier Guillaume,Geniaux Ghislain,Napoléone Claude,Paoli Jean-Christophe	2012-03-01	fr	TRUE	Corsica	FR	FR			
25157	Simulation de l’étalement urbain de Dijon en 2030 : approche systémique de la dynamique gravitaire ville-transport	Simulation of the urban sprawl of Dijon in 2030: systemic approach of the gravitation’s dynamic city-transportation	gravitation,population density,urban dynamics,traffic theory,speed	gravitation,densité de population,dynamique urbaine,théorie du trafic,vitesse	Enault Cyril	2012-02-15	fr	TRUE	Dijon	FR	FR			
25141	Convergence or divergence? Changing gender differences in commuting in two Swedish urban regions		commuting,gender,labour market,mobility	égalité homme-femme,marché du travail,mobilité,navettes domicile-travail	Solá Ana Gil,Vilhelmson Bertil	2012-02-14	en	FALSE	Goteborg.Malmo	SE	SE			
25123	Modéliser les pratiques pastorales d’altitude dans la longue durée	Spatial modeling of summer mountain grazing lands in the long term. The ethnoarchaeology of pastoral sites in the Ossau valley (Pyrenees, France)			Le Couédic Mélanie	2012-02-09	fr	TRUE	Pyrenees	FR	FR			
25131	Compléments des programmes de géographie de l’élémentaire : valait-il mieux jamais que si tard ?	Supplements to the primary school geography curricula: wouldn't it be better never than late?	geography teaching,primary school geography,school curricula,scales,France	enseignement de la géographie,géographie scolaire,programmes scolaires,échelles,France	Leroux Xavier	2012-02-08	fr	TRUE		FR	FR			
25110	Modélisations multi-scalaires des dynamiques urbaines dans la longue durée : l’exemple du quartier abbatial de Vendôme (41)		Spatio-temporal modeling,multi-temporality,long time,urban fabric,multi-scalar	modélisation spatio-temporelle,multi-temporalité,longue durée,fabrique urbaine,multi-scalaire	Simon Gaël	2012-02-06		FALSE	Vendome	FR	FR			
25107	Définir les centralités commerciales au cœur d’une grande métropole : le cas de Paris intra-muros	Defining Commercial Centres in the core of Metropolitan Cities: the case of Inner Paris	centre,map,method,Paris,retail	cartographie,centralité,commerce,méthode,Paris	Fleury Antoine,Mathian Hélène,Saint-Julien Thérèse	2012-02-04	fr	TRUE	Paris	FR	FR			
25086	La Géogouvernance : un concept novateur ?	Geogovernance: an innovative concept?	governance,geogovernance,spatial analysis,participative tools,co-decision,co-constructed projects of planning	gouvernance,géogouvernance,analyse spatiale,outils de participation,co-décision,co-construction de projets d’aménagement	Vincent Michelle Masson,Dubus Nathalie,Bley Daniel,Voiron Christine,Helle Cécile,Cheylan Jean-Paul,Douart Pierre,Douguedroit Annick,Ferrier Jean-Paul,Jacob Frédérique,Lampin Corinne,Maignant Gilles,Piot Jean-Yves	2012-02-03	fr	TRUE	Var.Annecy	FR	FR			
25077	Cartographie de l’aléa de submersion marine et PPR : éléments de réflexion à partir de l’analyse de la commune de Guissény (Finistère, France)	Coastal flooding hazard mapping and PPR flood prone zones: food for thought from the analysis of the commune of Guissény (Finistère, France)	coastal flooding,risk,stakes,flood prone zone	submersion marine,risque,enjeux,Plan de prévention des risques	Cariolet Jean-Marie,Suanez Serge,Meur-Férec Catherine,Postec Annaïg	2012-02-02	fr	TRUE	Guisseny	FR	FR			
25032	Ambiances froides et consultations respiratoires dans le secteur de la santé publique à Sfax (Tunisie)	Cold environments and respiratory consultations in the public health sector in Sfax (Tunisia)	cold environments,pulmonary consultation,meteosensibility,Sfax	ambiances froides,consultation pour broncho-pneumopathies,météosensibilité,Sfax	Jarraya Mounir	2012-01-30	fr	TRUE	sSfax	TN	TN			
24935	Sciences du relief ou géomorphologie ?	Landform studies or geomorphology? An attempt to define an interdisciplinary domain between the geosciences and the social sciences	Earth sciences,Environment,Geography,Geology,Geomorphology,Geosciences,hazards,History,Landscape,Land use planning,Social sciences	aménagement du territoire,environnement,géographie,géologie,géomorphologie,géosciences,histoire,paysage,risques,sciences sociales,sciences de la Terre	Giusti Christian	2012-01-29	fr	TRUE			FR			
24958	Hexagones sans centre, centres sans hexagone	Hexagons without center, centers without hexagon. German speaking geographers and Christallerian system, 1933-2010	history of geography,German speaking geographers,Walter Christaller,hexagons	histoire de la géographie,géographes de langue allemande,Walter Christaller,hexagones	Radeff Anne	2012-01-28		TRUE		DE.EE.CH.AT	FR			
25044	Variations des représentations et perceptions d’espaces publics sonores ordinaires selon les formes urbaines	Variations of the representations and perceptions of ordinary sonic public spaces depending on urban forms	urban form,spatial perception,soundscape,representations,mind map,urban density	forme urbaine,perception spatiale,paysage sonore,représentations,carte mentale,densité urbaine	Marry Solène,Arantes Laëtitia	2012-01-27	fr	TRUE		FR	FR			
25009	Caractérisation des tissus urbains à partir de l’analyse structurelle des réseaux viaires		street network,structural analysis (morphology),graph theory,urban fabric	réseaux viaires,analyse structurelle (morphologie),théorie des graphes,tissus urbains	Hamaina Rachid,Leduc Thomas,Moreau Guillaume	2012-01-25	fr	FALSE			FR			
24931	Choix résidentiel et gentrification dans une ville moyenne	Choice of housing and gentrification in a medium size city. Profiles, trajectories and motivations of the residents of new dwellings in Neuchatel (Switzerland)	gentrification,medium-sized city,residential mobility,Switzerland,urban regeneration	gentrification,mobilité résidentielle,régénération urbaine,Suisse,ville moyenne	Rérat Patrick	2012-01-19	fr	TRUE	Neuchatel	CH	CH			
24881	Strategies of environmental knowledge production facing land use change		environmental knowledge,environmental planning,environmental conflict,spatial database,open data,silviculture,Rio Grande do Sul,Brazil,campos,grasslands,zoning plan	savoir environnemental,planification environnementale,conflit environnemental,bases de données spatiales,bases de données en accès libre,sylviculture,Rio Grande do Sul,Brésil,campos,herbages,plan de zonage	Gautreau Pierre,Vélez Eduardo	2011-12-21	en	FALSE	Rio Grande do Sul	BR	FR		BR	
24903	Au prisme des mots	In the prism of the words. Globalization and the philological argument	Mondialisation,globalization,geohistory,metahistory,representations,cartography	Mondialisation,géohistoire,globalisation,métahistoire,représentations,cartographie	Capdepuy Vincent	2011-12-20	fr	TRUE			FR			
24879	Un développement urbain durable politisé ou une politique de développement urbain durable ?				Boukarta Soufiane	2011-12-20	fr	FALSE		DZ	DZ			
24878	Christaller, still alive!				Banos Arnaud,Moreno Diego,Pivano Cyril,Taillandier Patrick	2011-12-19	en	FALSE			FR			
24862	Trame verte urbaine, un rapport Nature – Urbain entre géographie et écologie	Urban greenway, a link Nature – Urban between geography and ecology	greenway,ecology,geography,nature,urban	trame verte,écologie,géographie,nature,urbain	Arrif Teddy,Blanc Nathalie,Clergeau Philippe	2011-12-08	fr	TRUE			FR			
24851	Construction d’une généalogie des territoires pour la représentation du changement		zoning,identity,genealogy,event,matching	zonage,identité,généalogie,événement,appariement	Plumejeaud Christine,Rebah Maher Ben,Gensel Jérôme,Villanova-Oliver Marlène	2011-12-02		FALSE		DK	FR			
24841	La carte et le territoire : le réseau écologique à l’épreuve de l’assemblée cartographique	The map and the territory: putting the ecological network to the test	ecological network,ordinary biodiversity,model,mapping approach,social and technical processes	nature ordinaire,réseau écologique,carte,modèle,dispositif sociotechnique	Vimal Ruppert,Mathevet Raphaël	2011-12-01	fr	TRUE	Narbonnaise	FR	FR			
24827	Les étiages : définitions hydrologique, statistique et seuils réglementaires	Low flows: hydrological aspects, statistical definition and regulatory framework	anthropogenic influence,drought,low flow frequency,low flow indices,regulatory framework,thresholds,water resources	débit caractéristique d’étiage,étiage,impact anthropique,réglementation,ressources en eau,sécheresse,seuils,statistique	Lang Delus Claire	2011-11-30	fr	TRUE		FR	FR			
24810	Modalités et enjeux de l’insertion territoriale d’une université en ville moyenne. Approche à partir de la recherche scientifique à l’université de Pau et des Pays de l’Adour	Forms and issues of the spatial integration of a university in a medium-sized town. The case of the scientist research of the Pau University	local development,economic transfer,Pau,university	développement local,transfert,Pau,université	Moreau Myrtille,Tesson Frédéric	2011-11-29	fr	TRUE	Pau	FR	FR			
24798	Toward a better appraisal of urbanization in India		India,metropolitanization,settlement,urban-rural divide,urbanization	division urbain-rural,Inde,métropolisation,peuplement,urbanisation	Denis Eric,Marius-Gnanou Kamala	2011-11-28	en	FALSE		IN	IN		FR	
24816	Fuzzy Difference Operators for Spatial Change Detection in 2D Spatial Scene		change in spatial relations,fuzzy difference operators,fuzzy matrix calculus,fuzzy topological and directional relations matrix	calcul flou,changement des relations spatials,les opérateurs de différence floue,relation topologique et directionnelle floue	Salamat Nadeem,Zahzah El-hadi	2011-11-23	en	FALSE			FR			
24792	Le Nord du Chili : un isolat énergétique dans un désert minier	The North of Chile: an energy island in a mining desert	energy,spatial organization,energy networks,macro-regional integration,Chile	énergie,organisation spatiale,réseaux énergétiques,intégration macro-régionale,Chili	Carrizo Silvina Cecilia,Velut Sébastien,Hevia Jimena	2011-11-22	Résum	TRUE	Norte Grante	CL	CL		FR	
24796	L’accès aux soins des migrants en France et la « culture de l’initiative locale ». Une analyse des contextes locaux à l’épreuve des orientations nationales		health,immigration,local politic,public policies	immigration,politique locale,politique publique,santé	Hoyez Anne-Cécile	2011-11-21	fr	FALSE	Poitiers.Rennes	FR	FR			
24787	Urban Built Form Grows Critical		urban development,self-organization,Modelling	développement urbain,auto-organisation,Modélisation	Krafta Romulo,Netto Vinicius M.,Lima Leonardo	2011-11-20	en	FALSE			BR			
24779	Une approche prospective de la configuration des disparités économiques régionales au sein de l'Union européenne par la modélisation et la simulation	A forward-looking approach of the configuration of the regional disparities within the European Union: modelling and simulation	cohesion policy,convergence,spatial interactions,cellular automata,simulation,spatial autocorrelation	politique de cohésion,convergence,interactions spatiales,automate cellulaire,simulation,autocorrélation spatiale	Bourdin Sébastien,Langlois Patrice,Elissalde Bernard,Goyat Dominique	2011-11-15	fr	TRUE		DE.AT.BE.BG.DK.ES.EE.FI.FR.GR.HU.IT.LV.LT.NL.PL.PT.CZ.RO.GB.SK.SE	FR			
24765	Processus de métropolisation dans l’espace frontalier post-soviétique : l’exemple de Rostov-sur-le-Don	Process of metropolization in post-soviet border space: the example of Rostov-on-Don	border,metropolization,Russia,Rostov-on-Don,system of cities	frontière,métropolisation,Russie,Rostov-sur-le-Don,système de villes	Cottineau Clémentine	2011-11-14	fr	TRUE	Rostov-on-Don	RU	FR	UA		
24751	Renouvellement urbain et risque inondation : le plan-guide « Seine-Ardoines »	Urban renewal and flood risk: the masterplan “Seine Ardoines”	urban planning,urban renewal,masterplan,“guide plan”,natural risk,flood,Greater Paris	projet urbain,risque naturel,inondation,planification urbaine,plan-guide,Grand Paris	Brun Alexandre,Adisson Félix	2011-10-29	fr	TRUE	Ile-de-France	FR	FR		IT	
24688	La carte de végétation du CNRS à l'ère du numérique	The vegetation map of the CNRS going numerical: the geographical database of the vegetation of France. Harmonised vector cover at 1/1 000 000 and georeferenced scan at 1/200 000.	vegetation,numerical mapping,vegetation series,Geographical information system,database,France	végétation,cartographie numérique,série de végétation,système d'information géographique,base de données,France	Leguédois Sophie,Party Jean-Paul,Dupouey Jean-Luc,Gauquelin Thierry,Gégout Jean-Claude,Lecareux Caroline,Badeau Vincent,Probst Anne	2011-10-27		TRUE		FR	FR			
24701	Les inégalités spatiales de la qualité de l’air dans l’agglomération de Sfax et ses environs : Le cas Des températures, de la brise, du CO et SO2	Spatial inequalities of air quality in greater Sfax and surroundings: the case of temperature, breeze, CO and SO2	urban expansion,environmental inequality,air quality,Sfax	étalement urbain,inégalité environnementale,qualité de l’air,Sfax	Dahech Salem,Daoud Abdelkarim,Beltrando Gérard	2011-10-25	fr	TRUE	Sfax	TN	TN		FR	
24727	« Neue Kulturgeographie » - Débats et perspectives au sein de la nouvelle géographie culturelle germanophone	“Neue Kulturgeographie” - Debates and outlook in the German-speaking new cultural geography	epistemology,social theory,constructivism,cultural geography,social geography,Germany	épistémologie,théorie sociale,constructivisme,géographie culturelle,géographie sociale,Allemagne	Germes Mélina,Glasze Georg,Weber Florian	2011-10-24	fr	TRUE		DE.AT.CH.LU	DE			
24720	Évolution spatio-temporelle d'une desserte de transport flexible simulée en sma	Space-time evolution of a flexible service of transport simulated in multi-agent system. Methodological issues and perspectives	flexible transport,simulation,multi-agent system,form,space-time analyze	transport flexible,simulation,système multi-agent,forme,analyse spatio-temporelle	Lammoglia Adrien	2011-10-23	fr	TRUE			FR			
24710	Cartographie 2.0 : le grand public, producteur de contenus et de savoirs géographiques avec le web 2.0	The general public producer of geographic content and knowledge with Web 2.0	Web-mapping,GIS,Volunteered Geographic information,Citizen science,Web 2.0	Cartographie en ligne,SIG,information géographique volontaire,science citoyenne,Web 2.0	Mericskay Boris,Roche Stéphane	2011-10-20		TRUE			CA	FR.HT.US		
24658	PPR, urbanisation et risques d’incendie de forêt dans les Pyrénées-Orientales : méthodes, enjeux, débats	PPR, urbanization and forest fire risks in Pyrénées-Orientales department: methods, issues, debates	fire,Mediterranean forest,periurban area,risk management	feu,forêt,gestion des risques,Méditerranée,périurbanisation	Bouisset Christine	2011-10-19	fr	TRUE	Pyrenees	FR	FR			
24646	Une métaphore de la démarche géographique et de l’histoire du XIXe siècle : L’Île Mystérieuse de Jules Verne (1874-75)	A metaphor of the geographical approach and the XIXth century history: Mysterious Island of Jules Verne (1874-75)	Extraordinary Journeys,geographical imaginary,Jules Verne,metaphor,Mysterious Island	imaginaire géographique,Jules Verne,L’Île Mystérieuse,métaphore,Voyages Extraordinaires	Dupuy Lionel	2011-10-18	fr	TRUE			FR			
24203	Professorial patronage and the formation of French geographical knowledge. A bio-bibliographical exploration of one hundred non-metropolitan regional monographs, 1893-1969	Professorial patronage and the formation of French geographical knowledge. A bio-bibliographical exploration of one hundred non-metropolitan regional monographs, 1893-1969	academic geography,doctorate,monograph,non-metropolitan,patronage,thesis	doctorat,géographie académique,hors-métropole,parrainage,thèse	Clout Hugh	2011-10-17		TRUE		FR	GB			
24197	Comment mesurer la ségrégation urbaine ? Une contribution économique	Measuring Urban Segregation : an Economic Contribution	economics,Île-de-France,segregation,spatial justice	économie,équité,Île-de-France,ségrégation	Tovar Élisabeth	2011-10-16		TRUE	Ile-de-France	FR	FR			
24196	L’organisation de la prévention antipaludique au Gabon à l’époque coloniale	Malaria prevention in Gabon during colonization	colonization,Gabon,malaria,prevention	paludisme,prévention,Gabon,colonisation	Ndonghan Iyangui Nadine N.,Clanet Jean-Charles,Kombila Maryvonne	2011-10-15	fr	TRUE		GA	GA		FR	
24179	L’extension des limites administratives de Hanoi : un exercice de recomposition territoriale en tension	The extension of Hanoi’s administrative limits: Territorial restructuring in tension	Hanoi,land politics,real estate activities,territorial planning,Vietnam	activité immobilière,aspects politiques du foncier,Hanoi,planification territoriale,Vietnam	Labbé Danielle,Musil Clément	2011-10-14	fr	TRUE	Hanoi	VN	CA		FR	
24168	Femmes orientales et photographes commerciaux. La construction d’un imaginaire dans la production photographique des années 1860-1880	Oriental Women and Commercial Photographers. The Construction of an Imaginary in the Photographic Production of the 1860’s through the 1880’s	eroticism,gender,imaginary,Orient,photography,women	érotisme,femme,genre,imaginaire,Orient,photographie	Gauthier Lionel	2011-10-13	fr	TRUE		IN.JP.ID.CN.YE.LK.SG.MY.MA.PK	CH		FR.GB	
23832	Marché foncier et espace social à Mascate, Oman	Land market and social space in Muscat, Oman	fragmentation,development,land estate,values,polarization,aggregation	fragmentation,développement,marché foncier,valeurs,polarisation,agrégation	Mokhtar Belgacem	2011-07-01	fr	TRUE	Mascate	OM	OM			
23840	Mobilités et espaces de vie des étudiants de l’Est francilien : des proximités et dépendances à négocier	Living spaces and mobility practices of students in the East of Paris: dealing with proximities and dependence	centrality,dependence,living spaces,mobility,Paris,proximity,student	dépendance,espaces de vie,étudiant,mobilité,Paris,proximité,territoire; centralité	Choplin Armelle,Delage Matthieu	2011-07-01	fr	TRUE	Paris	FR	FR			
23825	An Evaluation of Road Network Patterns Based on the Criteria for Fire-Fighting		network analysis,road network,fire fighting	analyse de réseau,réseaux de routes,lutte contre les incendies	Usui Hiroyuki,Asami Yasushi	2011-06-29	en	FALSE	Tokyo	JP	JP			
23808	Economic and Cultural Complexes of China		China,cluster,human geography,regionalization,methodology in geography	Chine,cluster,géographie humaine,régionalisation,méthodologie	Krechetova Varvara	2011-06-23		FALSE		CN	RU			
23818	Géographies du travail esclave au Brésil	Slave work’s Geography in Brazil	labour force,slavery,cartography,Brazil	travail,esclavage,cartographie,Brésil	Théry Hervé,Mello Théry Neli Aparecida de,Girardi Eduardo,Hato Julio	2011-06-23	fr	TRUE		BR	FR		BR	
23817	Marrakech, un mois plus tard, 10 ans après				Debarbieux Bernard	2011-06-23	fr	FALSE	Marrakech	MA	CH			
23782	Méthodes pour cartographier les tendances régionales de la prévalence du VIH à partir des Enquêtes Démographiques et de Santé (EDS)	Methods for mapping regional trends of HIV prevalence from Demographic and Health Surveys (DHS)	demographic and health surveys,developing countries,HIV,interpolation,kernel interpolation,methodology,regional trends	enquêtes démographiques et de santé,interpolation,interpolation par noyaux,méthodologie,pays en développement,tendances régionales,VIH	Larmarange Joseph,Vallo Roselyne,Yaro Seydou,Msellati Philippe,Méda Nicolas	2011-06-16	fr	TRUE		BF	FR		BF	
23763	<em>Xynthia</em> : leçons d’une catastrophe	Xynthia: lessons of a disaster	Xynthia,disaster,marine submersion,vulnerability,disaster remembrance,risk management	Xynthia,catastrophe,submersion marine,vulnérabilité,mémoire occultée,gestion du risque	Chauveau Etienne,Chadenas Céline,Comentale Bruno,Pottier Patrick,Blanlœil Amandine,Feuillet Thierry,Mercier Denis,Pourinet Laurent,Rollo Nicolas,Tillier Ion,Trouillet Brice	2011-06-09	fr	TRUE	La Rochelle	FR	FR			
23751	Des autoroutes maritimes polaires ? Analyse des stratégies des transporteurs maritimes dans l’Arctique	Polar Shipping Seaways? An analysis of strategies from shipping firms in the Arctic	sea shipping and transportation,Arctic,Arctic routes,shipping,Northwest Passage,Northeast Passage,Northern Sea Route	transport maritime,Arctique,routes arctiques,transport maritime,passage du Nord-ouest,passage du Nord-est,Route maritime du Nord	Lasserre Frédéric	2011-05-31	fr	TRUE		CA.RU.US.DK	CA			
23737	La réhabilitation thermique des bâtiments anciens à Paris : comment concilier protection du patrimoine et performance énergétique ?	The thermal rehabilitation of the old buildings of Paris: how to conciliate protection of urban heritage and energetic performance?	urban heritage,energies,sustainable urban development,thermal rehabilitation,Paris	patrimoine urbain,énergies,développement urbain durable,réhabilitation thermique,Paris	Ter Minassian Hovig	2011-05-30	fr	TRUE	Paris	FR	FR			
23733	Entre patrimoine, tourisme et agriculture : difficulté d’un choix de gestion dans un espace multifonctionnel. Application aux <em>chinampas</em> de Xochimilco (Mexique)	Between heritage, tourism and agriculture: difficulty of a choice of management in a multifunctional space. Application to chinampas Xochimilco (Mexico).	management; multifunctionality; heritage; tourism; agriculture; Mexico City	gestion ; multifonctionnalité ; patrimoine ; tourisme ; agriculture ; Mexico	Clauzel Céline	2011-05-27	fr	TRUE	Xochimilco	MX	FR			
23669	Une géographie de la famille en Europe du Sud	A Geography of Family in Southern Europe	epistemology,family,Greece,Italy,population geography,Portugal,social geography,southern europe,Spain,urban geography	épistémologie,Espagne,Europe du Sud,famille,géographie de la population,géographie sociale,géographie urbaine,Grèce,Italie,Portugal	Pfirsch Thomas	2011-05-25	fr	TRUE		IT.GR.ES.PT	FR			
23707	Les nouvelles frontières de l’Asie centrale : États, nations et régions en recomposition	New borders in Central Asia: the restructuring of states, nations and regions	border formation,borders,enclavement,Ferghana,Ferghana.,frontières,horogénèse,indépendance,independence,Kazakhstan,Kirghizstan,Kyrgyzstan,land-lockness,mobilités,mobility,networks,Ouzbékistan,post-Soviet transition,réseaux,Tadjikistan,Tajikistan,territorial transition,transformation post-soviétique,transition territoriale,Turkménistan,Turkmenistan,Uzbekistan		Thorez Julien	2011-05-25	fr	TRUE		KZ.KG.TJ.TM.UZ	FR	RU		
23646	A study of the emergence of kinematic waves in targeted state car-following models of traffic		traffic,car-following model,linear stability analysis,emergence of kinematic waves,collective phenomenon	trafic,modèle de poursuite,analyse linéaire de la stabilité,émergence d’ondes cinématiques,phénomène collectif	Tordeux Antoine,Lassarre Sylvain,Roussignol Michel	2011-05-23	en	FALSE			FR			
23661	Des indicateurs spatialisés des transhumances pastorales au Ferlo	Spatial indicators for Ferlo’s pastoral transhumance	Ferlo,indicateurs,indicators,mobilité,mobility,pastoralism,pastoralisme,Sahel,Sénégal,transhumance		Leclerc Grégoire,Sy Oumar	2011-05-23	fr	TRUE	Ferlo	SN	FR		SN	
23637	Les oubliées du “désir du rivage” ? L’image des zones humides littorales dans la peinture et la société françaises depuis le XVIII<sup>e</sup> siècle	Coastal wetlands aside from “the lure of the sea”? Their image in French painting and society since the XVIIIth century	geography,French painting,coastal zone,wetlands,perception	géographie,peinture française,littoral,zones humides,représentations sociales	Goeldner-Gianella Lydie,Feiss-Jehel Corinne,Decroix Geneviève	2011-05-20	fr	TRUE		FR	FR			
23634	Consommation d’énergie et mobilité quotidienne selon la configuration des densités dans 34 villes européennes.	Urban spatial structure, daily mobility and energy consumption: a study of 34 European cities	daily mobility,polycentricism,urban morphology,urban structure,urban sustainability	mobilité quotidienne,morphologie urbaine,polycentrisme,soutenabilité urbaine,structure spatiale	Le Néchet Florent	2011-05-18	fr	TRUE		DE.AT.BE.DK.ES.FI.FR.GR.HU.IT.NL.PL.PT.CZ.GB.SK.SE	FR			
23603	Cities in Worldwide Air and Sea Flows: A multiple networks analysis		World cities system,Transport network,Air,Sea,Hierarchy,Gateway,réseau de transport,aérien,maritime,Gateway,hiérarchie,Système mondial des villes		Ducruet César,Ietri Daniele,Rozenblat Céline	2011-03-31	en	FALSE			FR		CH	
25538	Perceptions, réorganisations locales et stratégies d’acteurs suite à l’application d’une politique publique agricole européenne	Perceptions, Local Reorganizations and Strategies of Actors Following to the Implementation of an European Agricultural Policy. Study of the French rural development program in Thymerais, Monts de Lacaune, Pays de Langres, Mené, Coteaux du lyonnais, southern Ardèche	actor,territory,rural development,European subsidies of common agricultural policy	acteur,territoire,développement,Politique agricole commune (PAC)	Tchékémian Anthony,Suchet André	2011-03-31	fr	TRUE		FR	FR			
23537	Brachflächen: urbane Leerstellen der Megastadt	Abandoned sites: urban voids of the megacity The impact of interim use of abandoned sites on the hydrological situation in Guangzhou, China	abandoned sites,groundwater,Guangzhou,interuse,mega-urbanization	eau souterraine,méga-urbanisation,surfaces abandonnées,utilisation intérimaire	Wiethoff Katharina,Baier Klaus,Strohschön Ramona	2011-03-23	de	TRUE	Guangzhou	CN	DE			
