id,title,title_en,keywords_en,keywords_fr,authors,date,langue,translated,subcountry,country,firstauthor,country2,author2,macroregion
23832,"March_ foncier et espace social ö Mascate, Oman","Land market and social space in Muscat, Oman","fragmentation,development,land estate,values,polarization,aggregation","fragmentation,d_veloppement,march_ foncier,valeurs,polarisation,agr_gation",Mokhtar Belgacem,01/07/2011,fr,TRUE,Mascate,OM,OM,,,
23840,Mobilit_s et espaces de vie des _tudiants de lÍEst francilienæ: des proximit_s et d_pendances ö n_gocier,Living spaces and mobility practices of students in the East of Paris: dealing with proximities and dependence,"centrality,dependence,living spaces,mobility,Paris,proximity,student","d_pendance,espaces de vie,_tudiant,mobilit_,Paris,proximit_,territoire; centralit_","Choplin Armelle,Delage Matthieu",01/07/2011,fr,TRUE,Paris,FR,FR,,,
23825,An Evaluation of Road Network Patterns Based on the Criteria for Fire-Fighting,,"network analysis,road network,fire fighting","analyse de r_seau,r_seaux de routes,lutte contre les incendies","Usui Hiroyuki,Asami Yasushi",29/06/2011,en,FALSE,Tokyo,JP,JP,,,
23808,Economic and Cultural Complexes of China,,"China,cluster,human geography,regionalization,methodology in geography","Chine,cluster,g_ographie humaine,r_gionalisation,m_thodologie",Krechetova Varvara,23/06/2011,,FALSE,,CN,RU,,,
23818,G_ographies du travail esclave au Br_sil,Slave workÍs Geography in Brazil,"labour force,slavery,cartography,Brazil","travail,esclavage,cartographie,Br_sil","Th_ry Herv_,MelloæTh_ry Neli Aparecida de,Girardi Eduardo,Hato Julio",23/06/2011,fr,TRUE,,BR,FR,,BR,
23817,"Marrakech, un mois plus tard, 10 ans après",,,,Debarbieux Bernard,23/06/2011,fr,FALSE,Marrakech,MA,CH,,,
23782,M_thodes pour cartographier les tendances r_gionales de la pr_valence du VIH ö partir des Enquêtes D_mographiques et de Sant_ (EDS),Methods for mapping regional trends of HIV prevalence from Demographic and Health Surveys (DHS),"demographic and health surveys,developing countries,HIV,interpolation,kernel interpolation,methodology,regional trends","enquêtes d_mographiques et de sant_,interpolation,interpolation par noyaux,m_thodologie,pays en d_veloppement,tendances r_gionales,VIH","Larmarange Joseph,Vallo Roselyne,Yaro Seydou,Msellati Philippe,M_da Nicolas",16/06/2011,fr,TRUE,,BF,FR,,BF,
23763,<em>Xynthia</em>æ: leçons dÍune catastrophe,Xynthia: lessons of a disaster,"Xynthia,disaster,marine submersion,vulnerability,disaster remembrance,risk management","Xynthia,catastrophe,submersion marine,vuln_rabilit_,m_moire occult_e,gestion du risque","Chauveau Etienne,Chadenas C_line,Comentale Bruno,Pottier Patrick,Blanlìil Amandine,Feuillet Thierry,Mercier Denis,Pourinet Laurent,Rollo Nicolas,Tillier Ion,Trouillet Brice",09/06/2011,fr,TRUE,La Rochelle,FR,FR,,,
23751,Des autoroutes maritimes polairesæ? Analyse des strat_gies des transporteurs maritimes dans lÍArctique,Polar Shipping Seaways? An analysis of strategies from shipping firms in the Arctic,"sea shipping and transportation,Arctic,Arctic routes,shipping,Northwest Passage,Northeast Passage,Northern Sea Route","transport maritime,Arctique,routes arctiques,transport maritime,passage du Nord-ouest,passage du Nord-est,Route maritime du Nord",Lasserre Fr_d_ric,31/05/2011,fr,TRUE,,CA_RU_US_DK,CA,,,
23737,La r_habilitation thermique des bätiments anciens ö Parisæ: comment concilier protection du patrimoine et performance _nerg_tiqueæ?,The thermal rehabilitation of the old buildings of Paris: how to conciliate protection of urban heritage and energetic performance?,"urban heritage,energies,sustainable urban development,thermal rehabilitation,Paris","patrimoine urbain,_nergies,d_veloppement urbain durable,r_habilitation thermique,Paris",TeræMinassian Hovig,30/05/2011,fr,TRUE,Paris,FR,FR,,,
23733,"Entre patrimoine, tourisme et agricultureæ: difficult_ dÍun choix de gestion dans un espace multifonctionnel. Application aux <em>chinampas</em> de Xochimilco (Mexique)","Between heritage, tourism and agriculture: difficulty of a choice of management in a multifunctional space. Application to chinampas Xochimilco (Mexico).",management; multifunctionality; heritage; tourism; agriculture; Mexico City,gestionæ; multifonctionnalit_æ; patrimoineæ; tourismeæ; agricultureæ; Mexico,Clauzel C_line,27/05/2011,fr,TRUE,Xochimilco,MX,FR,,,
23669,Une g_ographie de la famille en Europe du Sud,A Geography of Family in Southern Europe,"epistemology,family,Greece,Italy,population geography,Portugal,social geography,southern europe,Spain,urban geography","_pist_mologie,Espagne,Europe du Sud,famille,g_ographie de la population,g_ographie sociale,g_ographie urbaine,Grèce,Italie,Portugal",Pfirsch Thomas,25/05/2011,fr,TRUE,,IT_GR_ES_PT,FR,,,
23707,"Les nouvelles frontières de lÍAsie centraleæ: Ätats, nations et r_gions en recomposition","New borders in Central Asia: the restructuring of states, nations and regions","border formation,borders,enclavement,Ferghana,Ferghana.,frontières,horog_nèse,ind_pendance,independence,Kazakhstan,Kirghizstan,Kyrgyzstan,land-lockness,mobilit_s,mobility,networks,Ouzb_kistan,post-Soviet transition,r_seaux,Tadjikistan,Tajikistan,territorial transition,transformation post-sovi_tique,transition territoriale,Turkm_nistan,Turkmenistan,Uzbekistan",,Thorez Julien,25/05/2011,fr,TRUE,,KZ_KG_TJ_TM_UZ,FR,RU,,
23646,A study of the emergence of kinematic waves in targeted state car-following models of traffic,,"traffic,car-following model,linear stability analysis,emergence of kinematic waves,collective phenomenon","trafic,modèle de poursuite,analyse lin_aire de la stabilit_,_mergence dÍondes cin_matiques,ph_nomène collectif","Tordeux Antoine,Lassarre Sylvain,Roussignol Michel",23/05/2011,en,FALSE,,,FR,,,
23661,Des indicateurs spatialis_s des transhumances pastorales au Ferlo,Spatial indicators for FerloÍs pastoral transhumance,"Ferlo,indicateurs,indicators,mobilit_,mobility,pastoralism,pastoralisme,Sahel,S_n_gal,transhumance",,"Leclerc Gr_goire,Sy Oumar",23/05/2011,fr,TRUE,Ferlo,SN,FR,,SN,
23637,Les oubli_es du ñd_sir du rivageîæ? LÍimage des zones humides littorales dans la peinture et la soci_t_ françaises depuis le XVIII<sup>e</sup> siècle,Coastal wetlands aside from ñthe lure of the seaî? Their image in French painting and society since the XVIIIth century,"geography,French painting,coastal zone,wetlands,perception","g_ographie,peinture française,littoral,zones humides,repr_sentations sociales","Goeldner-Gianella Lydie,Feiss-Jehel Corinne,Decroix Geneviève",20/05/2011,fr,TRUE,,FR,FR,,,
23634,Consommation dÍ_nergie et mobilit_ quotidienne selon la configuration des densit_s dans 34 villes europ_ennes.,"Urban spatial structure, daily mobility and energy consumption: a study of 34 European cities","daily mobility,polycentricism,urban morphology,urban structure,urban sustainability","mobilit_ quotidienne,morphologie urbaine,polycentrisme,soutenabilit_ urbaine,structure spatiale",LeæN_chet Florent,18/05/2011,fr,TRUE,,DE_AT_BE_DK_ES_FI_FR_GR_HU_IT_NL_PL_PT_CZ_UK_SK_SE,FR,,,
23603,Cities in Worldwide Air and Sea Flows: A multiple networks analysis,,"World cities system,Transport network,Air,Sea,Hierarchy,Gateway,r_seau de transport,a_rien,maritime,Gateway,hi_rarchie,Système mondial des villes",,"Ducruet C_sar,Ietri Daniele,Rozenblat C_line",31/03/2011,en,FALSE,,,FR,,CH,
25538,"Perceptions, r_organisations locales et strat_gies dÍacteurs suite ö lÍapplication dÍune politique publique agricole europ_enne","Perceptions, Local Reorganizations and Strategies of Actors Following to the Implementation of an European Agricultural Policy. Study of the French rural development program in Thymerais, Monts de Lacaune, Pays de Langres, Men_, Coteaux du lyonnais, southern Ardèche","actor,territory,rural development,European subsidies of common agricultural policy","acteur,territoire,d_veloppement,Politique agricole commune (PAC)","Tch_k_mian Anthony,Suchet Andr_",31/03/2011,fr,TRUE,,FR,FR,,,
23537,Brachfl_chen: urbane Leerstellen der Megastadt,"Abandoned sites: urban voids of the megacity The impact of interim use of abandoned sites on the hydrological situation in Guangzhou, China","abandoned sites,groundwater,Guangzhou,interuse,mega-urbanization","eau souterraine,m_ga-urbanisation,surfaces abandonn_es,utilisation int_rimaire","Wiethoff Katharina,Baier Klaus,Strohsch_n Ramona",23/03/2011,de,TRUE,Guangzhou,CN,DE,,,
23555,Quand lÍal_a devient la ressourceæ: lÍactivit_ dÍextraction des mat_riaux volcaniques autour du volcan Merapi (Indon_sie) dans la compr_hension des risques locaux,When the hazard becomes the resource: block and sand mining around Merapi volcano (Indonesia) in risk studies,"Merapi volcano,resources,risk,volcanic deposits,vulnerability","d_pªts volcaniques,Merapi,ressources,risques,vuln_rabilit_","B_lizal Ädouard de,Lavigne Franck,Grancher Delphine",23/03/2011,fr,TRUE,Merapi,ID,FR,,,
23564,"La location meubl_e ö Paris et en Petite Couronneæ: m_tamorphoses d'un statut d'occupation<a id=""InMacro""></a><a id=""bkmInMacro""></a>",The furnished rental sector in Paris and its inner suburbs: metamorphosis of a tenure,"furnished rental sector,housing,Paris real_estate market,rental market","habitat,location meubl_e,logement,march_ immobilier parisien,march_ locatif",Trouillard Emmanuel,23/03/2011,fr,TRUE,Paris,FR,FR,,,
23531,"Pour lÍatt_nuation du changement climatique, quelle est la contribution possible de lÍam_nagement du territoireæ?",The Contribution of Urban and Regional Planning to Climate Change Mitigation,"climate change,density,energy,urban and regional planning","am_nagement du territoire,changement climatique,densit_,_nergie",Desjardins Xavier,22/03/2011,fr,TRUE,,,FR,,,
23520,De la gouvernance ö la gouvernance territorialeæ: enjeu de lÍeurop_anisation de lÍam_nagement du territoire. R_flexions ö partir dÍune recherche dans le cadre de lÍObservatoire en r_seau de lÍam_nagement du territoire europ_en (ORATE),Governance in the field of European spatial planning: europeanization at stake. Proposals for an analysis in the framework of the European Spatial Observatory Network (ESPON).,"europeanization,spatial concept,governance,territorial governance,spatial planning,European Union,European Spatial Observatory Network (ESPON)","europ_anisation,gouvernance,gouvernance territoriale,am_nagement du territoire,Union europ_enne,Observatoire en r_seau de lÍam_nagement du territoire europ_en (ORATE)","Bonerandi Emmanuelle,Santamaria Fr_d_ric",18/03/2011,fr,TRUE,,DE_AT_BE_BG_DK_ES_EE_FI_FR_GR_HU_IT_LV_LT_NL_PL_PT_CZ_RO_UK_SK_SE,FR,,,
23502,Analisi del valore aggiunto pro capite: una tassonomia dei Sistemi Locali del Lavoro italiani attraverso la shift-share analysis con struttura spaziale,Analysis of value added per capita: a taxonomy of Italian local labour market systems through the shift-share analysis with spatial structure.,"Italy,JacobsÍ externalities,local labour market,shift share analysis,spatial analysis","analyse shift-share,analyse spatiale,externalit_ de Jacobs,Italie,march_ local du travail",Pasquariello Massimo,17/03/2011,it,TRUE,,IT,IT,,,
23513,Le cluster innovantæ: conceptualisation et application territoriale,Innovative cluster: conceptualization and spatial implementation,"Innovative cluster,proximity,networks,public policy,economic and spatial development","cluster innovant,proximit_,r_seaux,politique publique,d_veloppement _conomique et territorial","Leducq Divya,Lusso Bruno",07/03/2011,fr,TRUE,,,FR,US,,
23494,Trame Verte et Bleueæ: Utilisation des cartes dÍoccupation du sol pour une première approche qualitative de la biodiversit_,Ecological network: Utilisation of the land use maps in a first qualitative approach of the biodiversity,"biodiversity,ecological corridors,GIS,landscape,management and planning,spatial analysis","am_nagement du territoire,analyse cartographique,biodiversit_,corridor _cologique,MOS,SIG","Li_nard Sandrine,Clergeau Philippe",01/03/2011,fr,TRUE,Ile-de-France,FR,FR,,,
23477,Existe-t-il une nouvelle g_ographie socialiste au Venezuelaæ? Justice spatiale et justice sociale dans la r_volution bolivarienne de Hugo Chavez,Is there a New Socialist Geography in Venezuela? Spatial Justice and Social Justice in the Hugo Chavez Bolivarian Revolution,,,Fournier Jean-Marc,25/02/2011,fr,TRUE,Zulia,VE,FR,,,
23467,Älis_e Reclus et les Juifsæ: _tude g_ographique dÍun peuple sans _tat,Älis_e Reclus and the Jewsæ: a geographical study of a stateless people,"anarchism,anti-semitism,Jews,Reclus,universal geography","anarchisme,antis_mitisme,g_ographie universelle,Juifs,Reclus","Ferretti Federico,Malburet Philippe,Pelletier Philippe",02/02/2011,fr,TRUE,,,FR,IL_PS_DZ_ET_NL_PL_UA_AM,,
23461,"El Mapa del çfrica Occidental Espa_ola de 1949 a escala 1:500.000: orgullo militar, camelladas y juegos po_ticos saharauis","The Map of the Western Spanish Africa of 1949 to scale 1:500.000: military pride, m_har_s and poetical saharawi games","cartography,colonialism,Africa,topography","cartographie,toponyme,colonialisme",Esteban Jos_ Antonio Rodriguez,20/01/2011,es,TRUE,,MA,ES,,,
23433,‚æT-Sphèreæé et m_diance espace/_tendue. LÍantagoniste contradictoire et le concept de g_oanthroposystème.,‚æT-Sphereæé and mediance space/rangeæ: contradictory antagonism and the concept of geoanthroposystem.,"contradictory antagonist logic,cybernetic,enaction,fractality,geoanthroposystem,mediance,neoteny,space/range,sphere,transduction","cybern_tique,_naction,espace/_tendue,fractalit_,g_oanthropo-système,logique antagoniste contradictoire,m_diance,n_ot_nie,sphère,transduction",Reymond Henri,10/01/2011,fr,TRUE,,,FR,,,
23451,LÍimpact du voisinage g_ographique des pays dans lÍattribution des votes au Concours Eurovision de la Chanson,Neighbourhood impact on votes awarding in the Eurovision Song Contest,"social network,spatial neighbourhood graph,clustering,Eurovision Song Contest","r_seau social,graphe de voisinage spatial,clustering,Concours Eurovision de la Chanson",Gleyze Jean-François,10/01/2011,fr,TRUE,,DE_AT_BE_BG_DK_ES_EE_FI_FR_GR_HU_IT_LV_LT_NL_PL_PT_CZ_RO_UK_SK_SE_IL_NO_BA_AM_RU_AZ_RS_IS_ME_CH,FR,,,
23405,La frontière et ses _chellesæ: les enjeux dÍun pont transfrontalier entre la Guyane française et le Br_sil,Borders and scales: the challenges of a cross-border bridge between French Guiana and Brazil,"border,geographical scale,bridge,French Guiana,transport networks","frontière,_chelle g_ographique,pont,Guyane française,r_seaux de transport",BoudouxædÍHautefeuille Madeleine,15/12/2010,fr,TRUE,Guyane,FR_BR,FR,,,
23388,Analyse de la variabilit_ climatique et de ses influences sur les r_gimes pluviom_triques saisonniers en Afrique de lÍOuestæ: cas du bassin versant du NÍzi (Bandama) en Cªte dÍIvoire,Analysis of climate variability and of its influences on seasonal rainfall regimes in West Africa: case of the NÍzi (Bandama) watershed in Ivory Coast,"climate variability,Ivory Coast,NÍzi-Bandama,rainfall regimes","Cªte dÍIvoire,NÍzi-Bandama,r_gimes pluviom_triques,variabilit_ climatique","Kouassi Amani Michel,Kouam_ Koffi Fernand,Koffi Yao Blaise,Dje Kouakou Bernard,Paturel Jean Emmanuel,Oulare Sekouba",07/12/2010,fr,TRUE,Bandama,CI,CI,,FR,
23381,An agent-based model of residential patterns and social structure in urban areas,,"agent-based modelisation,location choice,social segregation,transport time,urban economics","choix de localisation,_conomie urbaine,mod_lisation multi-agents,s_gr_gation sociale,temps de transport","Lemoy R_mi,Raux Charles,Jensen Pablo",06/12/2010,en,FALSE,,,FR,,,
23369,"Politiques de la fragmentation urbaine et violence, lÍexemple de Kingston, Jama¥que","Urban fragmentation politics and violence, the case of Kingston, Jamaica.","Kingston,Jamaica,segregation,geopolitics,culture,comparison,Willy Linch syndrom","Kingston,Jama¥que,fragmentation,g_opolitique,culture,comparaisons,syndrome de Lynch",Cruse Romain,25/11/2010,fr,TRUE,Kingston,JM,FR,,,
23337,"Services globaux, g_ographies localesæ: les services aux entreprises dans les m_tropoles de Londres et Paris","Global services, local geographies: producer services in London and Paris","advanced producer services,global city-regions,London,Paris","Londres,m_tropolisation,Paris,services aux entreprises,ville globale","Halbert Ludovic,Pain Kathy",19/11/2010,fr,TRUE,London_Paris,UK_FR,FR,,UK,
23324,The new territories of tourism in Egypt: a local-global frontier?,,"Egypt,globalisation,hotels,industry,international brands,state,territory,tourism","Ägypte,Ätat,globalisation,hªtels,industrie,marques internationales,mondialisation,territoire,tourisme",Vignal Le¥la,29/10/2010,en,FALSE,,EG,FR,,,
23319,Peut-on estimer la population des villes chinoises ö partir de leur surface bätieæ?,An estimation of Chinese cities population based on built-up areas,"built-up areas,China,cities,remote sensing,system of cities","Chine,surfaces bäties,système de villes,t_l_d_tection,villes","Swerts Elfie,Pumain Denise",14/10/2010,fr,TRUE,,CN,FR,,,
23305,Did the flowering of the La Tolita culture 3000 BP result from a natural disaster?,,"cultural development,Ecuador,La Tolita,natural disaster","catastrophe naturelle,d_veloppement culturel,Äquateur,La Tolita","Dumont Jean François,Valdez Francisco,Santana Essy,Tihay Jean Pierre,Usselmann Pierre,Navarrete Edison",11/10/2010,en,FALSE,La Tolita,EC,EC,CO,FR,
23253,"De lÍam_nagement au m_nagement des cours dÍeauæ: le bassin de la Loire, miroir de lÍ_volution des rapports entre am_nagement fluvial et environnement",From planning to care: the Loire catchment basin as a mirror of the evolving relationship between fluvial development and environment,"dam,environment,flood hazard,hydrosystem,Loire basin,natural hazard,planning,prevention,protection","al_a inondation,am_nagement,barrage,bassin de la Loire,environnement,hydrosystème,pr_vention,protection,risque naturel",Rode Sylvain,22/09/2010,fr,TRUE,Loire,FR,FR,,,
23171,Les figures du pouvoir ö Harbin pendant la ‚æGuerre de quinze ansæé (1931-1945),,,,Breuillard Sabine,26/07/2010,fr,FALSE,Harbin,CN,FR,RU_JP,,
23225,Les _missions de CO<sub>2</sub> et autres gaz ö effets de serre,,"geopolitics,globalization,greenhouse gases,Kyoto protocol","gaz ö effet de serre,g_opolitique,mondialisation,protocole de Kyoto",Durand-Dastès François,20/07/2010,fr,FALSE,,,FR,CN_US,,
23231,Les dynamiques spatiales de la gentrification ö Paris,The spatial dynamics of gentrification in Paris. A synthesis map,"gentrification,social filtering up,social divisions of space,spatial dynamics,frontier,cartography,working-class neighbourhoods,Paris.","gentrification,embourgeoisement,divisions sociales de lÍespace,dynamiques spatiales,front pionnier,cartographie,quartiers populaires,Paris",Clerval Anne,20/07/2010,fr,TRUE,Paris,FR,FR,,,
23202,Les _co-quartiersæ: laboratoires de la ville durable,Eco-neighborhoods: laboratories for the sustainable city. Paradigm shift or eternal return of the same?,"critical geography,eco-neighborhood,sustainable urbanism","_co-quartier,g_ographie critique,urbanisme durable","Bonard Yves,Matthey Laurent",09/07/2010,fr,TRUE,,,CH,,,
23187,"La planification des trames vertes, du global au localæ: r_alit_s et limites","The greenways planning, from global to local: realities and limits","Greenway,intercommunality,peri-urban,public policies,regulation,territory planning,urban dynamics,urbanism","dynamique urbaine,intercommunalit_,p_riurbain,planification territoriale,politique publique,r_glementation,trame verte,urbanisme","Cormier Laure,Lajartre Arnaud Bernard De,Carcaud Nathalie",06/07/2010,fr,TRUE,Angers,FR,FR,,,
23155,"Les types de climats en France, une construction spatiale","Types of climates on continental France, a spatial construction","cartography,climate typology,on line data base,quantitative approach","approche quantitative,base de donn_es en ligne,cartographie,typologie des climats","Joly Daniel,Brossard Thierry,Cardot Herv_,Cavailhes Jean,Hilal Mohamed,Wavresky Pierre",18/06/2010,fr,TRUE,,FR,FR,,,
23175,"Mod_lisation des objets historiques selon la fonction, lÍespace et le temps pour lÍ_tude des dynamiques urbaines dans la longue dur_e","Modeling historical objects based on social use, space and time in order to study urban dynamics in large time span","city,geographical information system,historical sciences,modelling,space,space-time,spatial dynamics,time,urban function","dynamiques spatiales,espace,espace-temps,fonctions urbaines,mod_lisation,sciences historiques,Système dÍinformation g_ographique,temporalit_,temps,ville","Rodier Xavier,Saligny Laure",17/06/2010,fr,TRUE,,,FR,,,
23183,Performances des mod_lisations d_terministes dÍozone ö m_so-_chelle et ö micro-_chelle dans les Alpes-Maritimes,Performances of the ozone determinist modellings at mesoscale and at microscale in the Alpes-Maritimes,"atmospheric pollution,forecast,local scale,meteorology,modelling,validation",,Martin Nicolas,17/06/2010,fr,TRUE,Alpes maritimes,FR,FR,,,
23144,‚æRepenser la g_ographie _conomiqueæé. Les arrangements du rapport de la Banque Mondiale avec les sciences g_ographiques urbaines,ñReshaping Economic Geographyî: The World Bank Report arrangements with urban geographical sciences,"concentration,development,geography and economy,measure,metropolitanization,urbanization","concentration,d_veloppement,g_ographie et _conomie,mesure,m_tropolisation,urbanisation","Moriconi-Ebrard François,Denis Eric,Marius-Gnanou Kamala",20/05/2010,fr,TRUE,,,FR,,IN,
23152,Des r_seaux dÍagriculteurs en faveur de lÍenvironnement en France,Farmers networks in favor of the environment in France,"agriculture,landscape protection,multifunctionality,pollution,representation,sustainable development,water","agriculture,d_veloppement durable,eau,multifonctionnalit_,pollution,protection des paysages,repr_sentation","Laurent François,VieiraæMedeiros Rosa",19/05/2010,fr,TRUE,,FR,FR,,,
23131,Make them walk ! Simulating pedestrian movement in dynamic environments,,"agent-based model,architecture,pedestrian movement,planning,simulation","am_nagement pi_ton,architecture,d_placement pi_ton,simulation,système multi-agents","Banos Arnaud,Charpentier Angèle",17/05/2010,en,FALSE,,,FR,,,
23052,Faut-il br_ler les Znieffæ?,Is it necessary to abandon ZNIEFF data base?,"biodiversity,cartography,country planning,democracy,equity,GIS,Znieff","am_nagement du territoire,biodiversit_,cartographie,d_mocratie,_quit_,SIG,Znieff","Couderchet Laurent,Amelot Xavier",05/05/2010,fr,TRUE,,FR,FR,,,
23076,Philcartoæ: histoire de vie dÍun logiciel de cartographie,,"software,programming,cartography,statistics,evaluation,publication","logiciel,programmation,cartographie,statistique,_valuation,publication",Waniez Philippe,03/05/2010,fr,FALSE,,,FR,,,
23091,Quelles valeurs pour revaloriser les territoires urbainsæ?,Which values for urban renewal?,"city,Dunkerque,Lille,Marseilles,representation,storytelling,urban regeneration,values","Dunkerque,Lille,Marseille,r_cit,repr_sentations,requalification urbaine,valeur,ville",Tiano Camille,03/05/2010,fr,TRUE,Lille_Dunkerque_Marseille,FR,FR,,,
23017,LÍimpact de lÍouverture de la brèche dans la langue de Barbarie ö Saint-Louis du S_n_gal en 2003æ: un changement de nature de lÍal_a inondationæ?,The impact of the opening of the breach in the Langue de Barbarie (Saint-Louis du Senegal) in 2003: a change of flood hazards nature?,"Senegal,Saint-Louis,Barbary Tongue,estuary,breach,hydrological regime,flood event,marine flooding,sea level rise,modelling","S_n_gal,Saint-Louis,langue de Barbarie,estuaire,brèche,r_gime hydrologique,inondation,submersion marine,_l_vation du niveau de la mer,mod_lisation","Durand Paul,Anselme Brice,Thomas Yves-François",27/04/2010,fr,TRUE,Saint-Louis,SN,FR,,,
23068,Le rapport sur le d_veloppement de la Banque mondialeæ: un changement de paradigme en trompe-lÍìil,The world development report of the World Bank: an illusionary change of paradigm,"development,new economic geography,agglomeration,macro-regional integration","d_veloppement,nouvelle g_ographie _conomique,agglom_ration,int_gration macro-r_gionale","Hamme Gilles Van,VanæCriekingen Mathieu,Lennert Moritz",26/04/2010,fr,TRUE,,,BE,,,
23009,La notion de <em>belt</em> dans la g_ographie scolaire française des Etats-Unis,The notion of belt in the French geography of the United States as taught at school,"Belts,epistemology,geography at school,models in geography,regionalisation,United States","Belts,_pist_mologie,Ätats-Unis,g_ographie scolaire,mod_lisation,r_gionalisation",Wastable Marielle,14/04/2010,fr,TRUE,,US,FR,FR,,
23015,La Chineæ: interrogations sur un avenir,,,,Gentelle Pierre,14/04/2010,fr,FALSE,,CN,FR,,,
23008,D_mographie et mouvement,,,,Terrier Christophe,24/03/2010,fr,FALSE,,,FR,,,
22999,Predicting and mapping the location of an estimated population from a survey: an applied method,,"elderly,GIS,health,mapping,survey,wellbeing","bien-être,cartographie,m_thodologie dÍenquête,personnes äg_es,sant_,SIG","Gerber Philippe,Fleuret S_bastien,Schneider Marc",22/03/2010,en,FALSE,Luxembourg,LU,LU,FR,,
22981,Comment Älis_e Reclus est devenu ath_e. Un nouveau document biographique,How Älis_e Reclus became an atheist. A new biographic document,"Dordogne,GARF,Me_nikov,Reclus,Ritter","Dordogne,GARF,Metchnikoff,Reclus,Ritter",Ferretti Federico,16/03/2010,fr,TRUE,,,IT_FR,,,
22976,è la recherche dÍeffets r_seaux dans la dynamique du modèle de s_gr_gation de Schelling,Looking for network effects in SchellingÍs model of segregation,"agent-based simulation,networks,SchellingÍs model,segregation","modèle de Schelling,r_seaux,s_gr_gation,simulation multi-agent",Banos Arnaud,09/03/2010,fr,TRUE,,,FR,,,
22964,Vers la mise en ìuvre dÍune action collective pour g_rer les risques naturels littoraux en France m_tropolitaine,Towards the implementation of a collective action for managing natural coastal risk in France,"coastal defenses,collective action,France,Integrated Coastal Zone Management (ICZM),natural disasters,natural risks,stakeholders","acteurs,catastrophes naturelles,d_fense cªtière,France,GIZC,risques naturels,strat_gies de gestion",Deboudt Philippe,03/03/2010,fr,TRUE,,FR,FR,,,
22957,"Grand Baie (Óle Maurice)æ: cªt_ jardin, cªt_ cour",Grand Baie (Mauritius island): shown side and hidden side,"Mauritius,Grand Baie,touris,urbanization,environment,development","Maurice,Grand Baie,tourisme,urbanisation,environnement,d_veloppement",Jauze Jean-Michel,03/03/2010,fr,TRUE,Grand Baie,MU,FR,,,
22930,R_seaux de t_l_communications et am_nagement des territoires,Telecommunication networks and local development policy. Heading toward a ñterritorial digital divide 2.0î?,,,Moriset Bruno,16/02/2010,fr,TRUE,,FR,FR,,,
22918,Logiques dÍaffectation des professeurs des _coles n_otitulaires dans le Nord,Process of job allocation for primary school teachers beginners in north of France,"beginner,IUFM,mobility,North of France,primary school teacher","IUFM,mobilit_,n_otitulaire,Nord,professeur des _coles",Leroux Xavier,10/02/2010,fr,TRUE,Nord,FR,FR,,,
22902,Le dilemme g_ographique des partis sociaux-d_mocratesæ: lÍexemple des partis socialistes en Belgique,The geographical dilemma of social democrat parties: the example of socialist parties in Belgium,"geographical heterogeneity,political attitude,social democrat parties,social supervision","attitude politique,encadrement social,h_t_rog_n_it_ g_ographique,partis sociaux-d_mocrates",Hamme Gilles Van,03/02/2010,fr,TRUE,,BE,BE,,,
22881,Contribution b_ninoise ö la g_ographie,BenineseÍs Contribution to Geography,"Beninese geography,development,epistemology,geographic thought,inductive or deductive approach,thesis","d_veloppement,enseignement,g_ographie b_ninoise,laboratoires,thèses",Agossou Noukpo,19/01/2010,fr,TRUE,,BJ,BJ,,,
22869,Dynamiques urbaines et mutations des espaces agricoles en Languedoc-Roussillon (France),Urban trends and changes in the open spaces in Languedoc-Roussillon (France),"agriculture,land use,periurban area,spatial analysis,urban sprawl","agriculture,analyse spatiale,espace p_riurbain,_talement urbain,occupation du sol","Abrantes Patricia,Soulard Christophe,Jarrige Françoise,Laurens Lucette",13/01/2010,fr,TRUE,Languedoc-Roussillon,FR,PT,,FR,
22862,JournalBase - A Comparative International Study of Scientific Journal Databases in the Social Sciences and the Humanities (SSH),,"bibliometry,humanities,science assessment,social sciences",,"Dassa Michèle,Kosmopoulos Christine,Pumain Denise",08/01/2010,en,FALSE,,,FR,,,
22341,On the recuperation of postindustrial sites: an aesthetic analysis ,,"restoration,transformation,renovation,postindustrialsites,environmental aesthetics","restauration,transformation,r_novation,friches industrielles,esth_tique environnementale",Maskit Jonathan,17/12/2009,en,FALSE,Ruhr,DE,US,,,
22849,"Usability evaluation for a web-based public participatory GIS: A case study in Canmore, Alberta",,"multicriteria site selection analysis,usability evaluation,Web-PPGIS","analyse multi-critères de s_lection de sites dÍimplantation,_valuation de lÍergonomie des programmes,SIG participatifs en ligne","Meng Yunliang,Malczewski Jacek",17/12/2009,en,FALSE,Alberta,CA,CA,,,
22275,Contrefaire lÍart ou contrefaire la natureæ: lÍanalogie artistique pour la restauration _cologique,,"restoration ecology,art,environmental aesthetics","restauration _cologique,art,esth_tique environnementale",Light Andrew,14/12/2009,en,FALSE,,,US,,,
22806,La restauration _cologiqueæ: une nouvelle formation du mondeæ?,Ecological Restoration: Reshaping the World?,"restoration ecology,pragmatism,environmental art,environmental aesthetics","restauration _cologique,pragmatisme,art environnemental,esth_tique environnementale","Blanc Nathalie,Lolive Jacques",14/12/2009,fr,TRUE,,,FR,,,
