id	title	title_en	keywords_en	keywords_fr	authors	date	langue	translated
5733	Elections présidentielles 2007, typologie des candidats. Les deux France			élection présidentielle,France,politique	Bussi Michel,Colange Céline,Gosset Jean-Paul	2007-04-26		false
1203	The cultural strategy of Rotterdam		city,cultural policy,culture,Europe,port city,uncultural image,urban tourism	culture,Europe,politique culturelle,port,tourisme urbain,ville	Buursink Jan	1999-05-12	en	false
1224	Les Problèmes culturels des grandes villes. Colloque - Paris 8-11 décembre 1997					1999-02-02	fr	false
1225	Séminaire interactif sur l'auto-organisation, cartographie cognitive, système urbains et régionaux, et information spatiale. Paris, 17-18 Mai, 1998					1998-05-18	fr	false
1226	Modelling within a <em>self-organising</em> or a <em>microsimulation</em> framework : opposite or complementary approaches?		self-organization,micro-simulation framework	auto-organisation,modélisation	Sanders Lena	1999-03-24	en	false
1240	Urban sustainability : complex interactions and the measurement of risk		sustainable city,urban system	soutenabilité urbaine,système urbain	Diappi Lidia,Bolchi Paola,Franzini Lorena	1999-05-18	en	false
1249	Les « territoires » de l’eau	Water « territories »	financial logic,logic of market,logic of needs,water territories	logique de marché,logique des besoins,logique financière,territoire de l'eau	Alexandre Olivier,Arrus René	2004-10-16	fr	true
1260	Aspects institutionnels de la gestion durable de l’eau en Europe	Institutional dimension of sustainable water management in Europe	common property,Framework Directive,intergovernmentality,subsidiarity,water resources	Directive Cadre,gestion multiniveaux,patrimoine commun,ressource d'eau,subsidiarité	Barraqué Bernard	2004-11-15	fr	true
1272	La difficile émergence d’un territoire lagunaire protégé au Portugal : la Ria Formosa	The difficult emergence of a protected lagoonal territory in Portugal: the case of the Ria Formosa	coastal zone,environmental management,hydrosystem,sustainable exploitation	exploitation durable,gestion environnementale,hydrosystème,littoral	Bertrand Frédéric	2004-12-16	fr	true
1282	Politique de l'eau au Québec : comment décentraliser sans faire de remous ?	Water policy in Quebec: how to decentralize without bustle ?	decentralization,water policy,state,governance,Québec,Canada	décentralisation,politique de l'eau,Etat,gouvernance,Québec,Canada	Brun Alexandre,Lasserre Frédéric	2004-12-16		true
1296	Bassins – versants et décentralisation administrative : esquisse de comparaison France/Espagne	Water basin and decentralization : comparative approach between Spanish and French experiences.	decentralization,river basin,water management	bassin-versant,décentralisation,gestion de l’eau	Clarimont Sylvie	2004-10-15	fr	true
1306	Vers une décentralisation de la gestion de l’eau froide en habitat collectif : la question de la généralisation du comptage individuel à Paris	Managing cold water in collective dwellings: what about the generalisation of individual meters in Paris?	collective dwellings,individual meter,water management	compteurs individuels,gestion de l’eau,habitat collectif	Euzen Agathe	2004-10-15	fr	true
1312	L’eau en France : entre subsidiarité et gestion spatiale	French water management : between subsidiarity and spatialized management	France,spatialised water management,watershed	France,gestion spatiale de l'eau,bassin-versant	Feuillette Sarah	2004-10-15	fr	true
1318	Le modèle français de gestion de l’eau est-il toujours synonyme d’innovation ? L’exemple de la réforme de la politique de l’eau au Liban	Is French model of water management always synonymous with innovation? The example of the water policy reform in Lebanon	french model,Lebanon,territory,water policy	Liban,modèle français,politique de l'eau,territoire	Ghiotti Stéphane	2004-11-15	fr	true
1413	La récupération de l’eau de pluie dans les bâtiments : les enjeux d’une pratique de décentralisation partielle de la gestion des services d’eau	Rainwater harvesting in buildings: stakes of a partial decentralization practice of water services management	water management,rainwater harvesting,building	gestion de l’eau,récupération de l’eau pluviale,bâtiment	De Gouvello Bernard	2004-10-15	fr	true
1419	Vingt ans de réformes dans les services d’eau urbains d’Afrique subsaharienne : une géographie de la diversité	Twenty years of urban water services reforms in Sub-Saharan Africa : a geography of diversity	urban water services,urban management,privatization,Subsaharian Africa	services d’eau urbains,gestion urbaine,privatisation,Afrique subsaharienne	Jaglin Sylvy	2004-10-15		true
1427	Crises hydrauliques et perceptions du risque environnemental en Méditerranée occidentale		environment,hydrology,Mediterranean	environnement,hydrologie,Méditerranée	Luginbuhl Yves	2004-12-16	fr	false
1435	1	The covetous water of the Guayana – Venezuela	Low Orinoco,hydroelectricity,heavy industry pole,planning,decentralization	Bas Orénoque,hydroélectricité,pôle d’industrie lourde,planification,décentralisation	Pene-Annette Anne	2004-12-16		true
3684	« Quantifier » le paysage au long d’un itinéraire à partir d'un échantillonnage photographique au sol	Quantifying landscape along an itinerary using ground level photographic sampling	landscape,image database,perception,movement,rhythm	paysage,banque d’image,perception,déplacement,rythme	Griselin Madeleine,Nageleisen Sébastien	2004-01-13	fr	true
1547	Durability of settlement systems : a long term perspective			système de peuplement,durabilité,modèle dynamique	Sanders Lena	1997-10-02	en	false
6106	Spatial and temporal biodiversity variations in a high mountain environment: the case of the proglacial margin  of the Evettes, Natura 2000 area (Savoie, French Alps)		Alpine biodiversity,chronosequence,glacier foreland,periglacial geomorphology,vegetation succession	biodiversité alpine,chronoséquence,géomorphologie périglaciaire,marge proglaciaire,succession végétale	Pech Pierre,Arques Sylvie,Jomelli Vincent,Maillet Ingrid,Melois Noémie,Moreau Myrtille	2007-05-16	en	false
1448	Le difficile retour du &quot; collectif &quot; dans la gestion de l’eau : Regards sur 15 années d’efforts en Camargue gardoise	The uneasy comeback of the collective water managment: feed back on the fifteen last years works in "Camargue gardoise" (France)	Camargue,conflicts,environmental damages,local development,resource,water,wet zone	Camargue,conflit,dégradation,développement local,eau,environnement,France,Gard,ressource,stratégie d'acteur,zone humide	Petit Daniel,Rivière-Honegger Anne	2004-11-15	fr	true
1467	Les nouvelles formes d’intercommunalité en France, un atout pour la durabilité des services d’eau potable ?	The new local institutional framework and the sustainable development of drinking water services?	drinking water service,local institutional framework,local authority,water history	service,eau potable,intercommunalité,histoire communale,territoire	Pezon Christelle,Petitet Sylvain	2004-12-16	fr	true
1478	Une difficile adaptation des objectifs internationaux en matière de gestion de l’eau dans un espace périurbain : le cas du Val de Norges	A difficult adaptation of international goals in water management for suburban areas : the case of the Valley of Norges.	local scale,suburban,water management,water supply	échelle locale,gestion de l’eau,périurbanisation,tension sur la ressource	Prudhomme Cécile	2004-12-16	fr	true
1486	La gestion de l’eau dans les espaces périurbains : entre recomposition et fragmentation territoriales.	Water management at the urban fringe: between territorial reorganization and fragmentation.	water demand,urban fringe,regionalism,management,territory	eau,périurbanisation,intercommunalité,gestion,territoire	Renaud-Hellier Emmanuelle	2004-12-16	fr	true
1496	L’eau urbaine ou le pouvoir de renaturer	Urban water or the power of renaturing	urban water,urban policy,re-naturation	eau urbaine,politique urbaine,renaturation	Scherrer Franck	2004-12-16	fr	true
1504	Entre l’eau «  ressource », l’eau «  réseau » et l’eau « environnement » : la démultiplication des territoires urbains	Between « resource » water, « network » water and « environment » water : the multiplication of urban territories.	network water,resource water,urban territory,water public utility	eau,réseau d’eau,ressource d'eau,service public de l’eau,territoire urbain	Schneier-Madanes Graciela	2004-12-16	fr	true
1514	Participation et construction de barrage à Alqueva (Portugal). Quelles méthodes, quels moyens ?	Participation and Dam Construction in Alqueva (Portugal). What Methods, what Means?	dam,Portugal	barrage,Portugal	Wateau Fabienne	2004-12-16	fr	true
1574	10th Colloquium on Theoretical and Quantitative Geography<br>6-11<sup>th</sup> September 1997					1997-09-11	en	false
1575	Soil pollution in an urban area : a GIS approach				Delahaye Daniel,Folligne Pierrich,Guermond Yves,Vapaille Jean-Pierre,Zambeaux Renaud	1998-03-19	en	false
1530	Presentation of a generic model of growth with development of spatial patterns - Discussion upon extension towards genetic systems				Franc Alain	1999-03-24	en	false
4269	Ecologistes des villes et écologistes des champs : analyse spatiale de l’implantation en France des partis écologistes et «Chasse Pêche Nature et Traditions»	Greens of cities and Greens of fields : spatial analysis of the implantation of green and agrarian parties in France and Basse-Normandie	electoral geography,green party,rural/urban cleveage,diffusion	géographie électorale,partis écologistes,clivage urbain/rural,diffusion	Bussi Michel,Ravenel Loïc	2001-12-18	fr	true
1551	Modelling interactions between biophysical ans social systems : the example of dynamics of vegetation in Causse Mejan (Fance)		vegetation dynamics,multivariate analysis,Causse Méjan	dynamique végétale,analyse multivariée,Causse Méjan	Cohen Marianne,Alexandre Frédéric,Nicole-Régine Mathieu	2015-05-28	en	false
27010	Towards a Social and Spatial Risk Perception Framework		risk perception,place,space,exposure to hazards,residential segregation,Bucharest,Romania	perception du risque,représentation du risque,aléas,exposition,ségrégation résidentielle,Buacrest,Roumanie	Rufat Samuel	2015-05-29	en	false
1564	Landscape evaluation of heterogeneous areas using fuzzy sets		landscape evaluation,fuzzy sets,erosion	évaluation du paysage,logique floue,érosion	Syrbe Ralf-Uwe	1998-02-05	en	false
1546	Is there an 'i' in gdis? the problem of representation in geodemographic and lifestyles systems 		Geodemographic Information Systems (GDIS),lifestyles data,ecological fallacy	Système d'Information Géodémographique (SIGD),style de vie,erreur écologique	Harris Richard	1998-11-08	en	false
1572	Some methods for the determination and the evaluation of non-fragmented and minimal disturbed landscape areas <a class="footnotecall" id="bodyftn1" href="#ftn1">1</a>				Kappler Olaf	1998-12-10	en	false
2636	Une piste pour la recherche de la &quot;valeur centrale optimale&quot;.<br>Discussion autour de la robustesse et du comportement de la &quot;médienne&quot;, combinaison de normes L<sub>p</sub>	Finding the "optimal central location". A discussed approach using the "meAdian" Lp-norm and its robustness	bootstrap,central tendency,location estimator,Lp-norm,meadian,robustness,spatial filtering	bootstrap,filtrage spatial,médienne,norme Lp,robustesse,valeur centrale	Josselin Didier	2004-08-25	fr	true
2711	Apport de trois méthodes de détection des surfaces brûlées par imagerie Landsat ETM+ : application au contact forêt- savane du Cameroun	The contribution of three methods of detection of burnt areas using Landsat ETM+ imagery: application to the forest-savanna contact zone of Cameroon	automatic classification,burned areas,Landsat ETM+ image	classification automatique,classifications supervisées,image Landsat ETM+,superficies brûlées	Kana Collins Etienne,Etouna Joachim E	2006-10-20	fr	true
4078	Nature in town : what criteria to introduce in the GIS of Rouen ?		GIS,nature/society,urban geography	géographie urbaine,nature/société,SIG	Freire-Diaz Sylviano,Hucy Wandrille,Mathieu Nicole	2001-12-07	en	false
4087	L’évolution des lithométéores en Mauritanie confirme une plus grande efficacité de l’action éolienne	The evolution of lithometeores in Mauritania confirms a bigger efficiency of the action eolienne	drought,environmental degradation,eolian risk,lithometeore	dégradation environnementale,lithométéore,risque éolien,sécheresse	Nouaceur Zeineddine	2001-12-18	fr	true
1708	Caractéristiques spatiales de la formation des surcotes marines dans le Golfe du Lion. Spatial charcateristics of sea-surges formation in the Gulf of Lions	Spatial characteristics of sea-surges formation in the Gulf of Lions	sea level,sea surge,meteorology,risk,Gulf of Lions	niveau marin,surcote marine,météorologie,risque,Golfe du Lion	Ullmann Albin,Pirazzoli Paolo Antonio	2007-01-18	fr	true
1722	Pumain Denise, Paquot Thierry, Kleinschmager Richard, 2006, <em>Dictionnaire La ville et l’urbain</em>, Paris : Economica-Anthropos (collection Villes, dir. D.Pumain), 320 p.				Monnet Jérôme	2007-01-23	fr	false
25682	Brake K., Herfert G. (dir.), 2012, Reurbanisierung. Materialität und Diskurs in Deutschland. Wiesbaden, Springer, 422 p. [La ré-urbanisation en Allemagne, entre réalités et discours.]			Allemagne,urbanisation	Roth Hélène	2013-01-23	fr	false
3108	Terms from statistical physics and dynamical systems of relevance for complex system science		dynamical systems,glossary,statistical physics		Lesne Annick	2005-07-07	en	false
1784	Hypothèses sur l’évolution de la végétation littorale des Petites Antilles depuis  l'époque précolombienne : le cas de la Martinique	Hypothesis about the evolution of the littoral vegetation in the lesser Antilles, from the pre-columbian period : the case of Martinique	anthropic process,Lesser Antilles,littoral vegetation,Martinique,vegetal dynamic	dynamique végétale,Martinique,Petites Antilles,processus anthropique,végétation littorale	Joseph Philippe	2006-05-29		true
1739	Six géographes en quête d’engagement : du communisme à l’aménagement du territoire. Essai sur une génération	Six geographers seeking political "engagement": from Communism to regional planning. Essay on a generation	communism,regional planning,Third World,urban study	aménagement du territoire,communisme,études urbaines,histoires de vies,Tiers-Monde	Bataillon Claude	2006-06-27	fr	true
1750	La réhabilitation fonctionnelle des villes pré-coloniales d’Ouzbékistan : un outil de domination politique ?	Functional rehabilitation of the pre-colonial urban areas in Uzbekistan : a tool for political domination ?	Bukhara,Khiva,rehabilitation,Samarkand,Tashkent,urban function,urban heritage,Uzbekistan	Boukhara,fonctions urbaines,Khiva,Ouzbékistan,patrimoine urbain,réhabilitation,Samarcande,Tachkent	Pincent Guillemette	2006-06-19	fr	true
2683	L’<em>ambulantage :</em> Représentations du commerce ambulant ou informel et métropolisation	Ambulantism : Representation of Informal or Street Trade and Metropolization	ambulantism,globalization,informal trade,itinerant vendors,metropolization,peddling,street merchant	ambulantage,colportage,commerce informel,marchands ambulants,métropolisation,mondialisation,vendeurs de rue	Monnet Jérôme	2006-10-17	fr	true
6470	Le géographe et la carte. Point de vue et questionnement de la part d´un géographe cartographe	The Geographer and the Map. A Geographer-cartographer’s Standpoint and Questions	cartography,epistemology,geography,mapping	cartographie,épistémologie,géographie	Bord Jean-Paul	1997-03-20	fr	true
20403	Le président, les « spécialistes » et la géographie				Roumégous Micheline,Clerc Pascal	2008-10-03	fr	false
20413	Ozouf-Marginier M-V, Robic M-C, 2008, <em>Régions naturelles et noms de pays</em>, CTHS Editions, 381 p.				Leroux Xavier	2008-10-03	fr	false
20513	In praise of the unassuming				Pumain Denise	2008-10-21	en	false
20453	Eloge de la modestie				Pumain Denise	2008-10-13	fr	false
20573	Estimation du potentiel énergétique des déchets agricoles comme source d'approvisionnement décentralisé pour l'espace rural (l'exemple de la région de Kharkiv, Ukraine)	The assessment of agriculture wastes energetic potential as decentralized power supply source in the countryside (on Kharkiv region (Ukraine)exemple)	energy potential,field of density,plant growing wastes,cattle breeding wastes	potentiel énergétique,champ de densité,déchets des cultures végétales,déchets d’élevage	Tretyakov Oleksandr	2008-11-14	fr	true
20563	La restructuration spatiale et la spécialisation des mésorégions dans la région  Sud du Brésil	The space reorganization and specialization in the southern Brazil region	regional development,space behavior,space dynamics	comportement spatial,développement régional,dynamique spatiale	Lima Jandir Ferrera de	2008-11-07		true
4056	A propos de l’analyse spatiale exploratoire des données	About Exploratory Data Analysis	EDA,ESDA,local indicator,spatial modelisation	EDA,ESDA,indicateurs locaux,modélisation spatiale	Banos Arnaud	2001-10-18	fr	true
4065	La formation des enseignants aux didactiques disciplinaires : de nouvelles problématiques ? L’exemple de la géographie, le cas français<a id="retour1"></a><a id="bkmretour1"></a>	The training of teachers in disciplinary didactics: new areas of reflexion ? Geography in France	didactics,teacher,teacher trainers,professional training	didactique,enseignement,formation professionnelle	Le Roux Anne	2001-11-14	fr	true
1808	Le paysage des géographes russes : l’évolution du regard géographique entre le xix<sup>e</sup> et le xx<sup>e</sup> siècle	The landscape of the Russian geographers : the evolution of the geographical perspective between the nineteenth and the twentieth centuries	geography,landscape concept,epistemology,evolution,Russia	conception du paysage,épistémologie,évolution,géographie,Russie	Frolova Marina	2000-11-16	fr	true
1824	Entre construction territoriale  et constitution ontologique de l’habitant : Introduction épistémologique aux apports de la phénoménologie au concept d’habiter 	Between territorial construction and ontological constitution of the inhabitant : Epistemological introduction about the contribution of phenomenology to Dwelling concept	dwelling,phenomenological geography,inhabitants,territorial construction,ontological constitution	habiter,géographie phénoménologique,habitants,construction territoriale,constitution ontologique	Hoyaux André-Frédéric	2002-05-29	fr	true
1836	Systèmes de villes et pouvoir. L’analyse de Giovanni Botero à l’époque de la Renaissance<a class="footnotecall" id="bodyftn1" href="#ftn1">1</a>	Systems of cities and government. An analysis by Giovanni Botero at the time of the Renaissance.	government,history of political thought,political power,Renaissance,territoriality,territory,urban growth,urban system	croissance urbaine,gouvernement,histoire de la pensée politique,pouvoir,Renaissance,système de villes,territoire,territorialité	Pumain Denise,Gaudin Jean-Pierre	2002-11-14	fr	true
1849	Bibliografia completa di Jean Gottmann	The complete bibliography of Jean Gottmann			Muscara Luca	1998-11-27	fr	true
1851	Discontinuités dans la ville l'espace des collèges de l'agglomération parisienne, 1982-1992	Discontinuities in the city. The space of junior secondary schools in the Paris urban area, 1982-1992			François Jean-Christophe	1996-04-29	fr	true
1853	Les habitations rurales dans l'optique de la décentralisation et de l'aménagement spatial	Rural habitation in the optic of decentralization and spatial organization			Prophete Jean M.	1999-11-10	fr	true
3925	Morphologie urbaine et mobilité en marche à pied 	Urban morphology and pedestrian mobility	pedestrian mobility,accessibility,urban morphology	déplacements pédestres,accessibilité,morphologie urbaine	Genre-Grandpierre Cyrille,Foltête Jean-Christophe	2003-10-07	fr	true
4214	Les nouveaux comportements spatiaux des entreprises françaises : un tournant favorable en 2001			comportement spatial,entreprise	Bouinot Jean	2002-05-15	fr	false
1866	Des densités habitantes aux densités mouvantes l'exemple de la métropole lilloise	Shifting densities	city,mobility,shifting densities,temporal variation	densité mouvante,mobilité,rythmicité,temporalité	Mille Matthieu	2000-02-25	fr	true
2519	An evolutionary theory for interpreting urban scaling laws		evolutionary theory,innovation cycles,scaling laws,urban function,urban system	activité urbaine,cycles d’innovation,lois d’échelle,système urbain,théorie évolutive	Pumain Denise,Paulus Fabien,Vacchiani-Marcuzzo Céline,Lobo José	2006-07-05	en	false
4233	Validation  of the <em>CORINE land cover </em>database in a pilot zone under semi-arid  conditions in La Mancha (Spain)		CORINE land cover,environmental planning instruments,GIS,land cover,validation	CORINE land cover,instruments de planification de l’environnement,occupation du sol,SIG,validation	Mañas Martín de Santa Olalla,Soria Cabañero,Ramírez Artigao	2003-02-07	en	false
3670	De la comparaison des cartes électorales	About electoral maps comparisons	electoral map,maps comparison,methodology,political geography,spatial similarity coefficients	carte électorale,coefficients de ressemblance spatiale,comparaison de cartes,corrélation de Pearson,géographie politique,méthodologie	Badariotti Dominique	2004-04-05	fr	true
3669	Polycentrisme urbain : une réalité spatialement mesurable ?	Urban polycentrism : a measurable spatial reality ?	autocorrelation,Belgium,edge-cities,employment,kernel interpolation,polycentrism,shift and share	autocorrélation,Belgique,emploi,interpolation par noyaux,polycentrisme	Servais Marc,Thomas Isabelle,Van Dyck Haike,Verhetsel Ann	2004-04-07	fr	true
3747	L’essor du vignoble au Québec Histoire de climats et de goûts	The growth of the wine industry in Québec A story about climate and tastes	city-countryside relationship,climate,cultural geography,vineyards,wine	climat,géographie culturelle,relations ville-campagne,vignobles,vin	Lasserre Frédéric	2001-04-23	fr	true
1931	Le lieu , territoire de demain ?	The territory of the future will be just a simple place ?	actualization,city,communist voting suburb,differentiation,suburb,territory	actualisation,banlieue,communisme local,différenciation,territoire,ville	Eysseric Philippe,Leverbe Serge	1997-12-23	fr	true
4252	La gestion des peuplements forestiers touchés par les tempêtes de décembre 1999 : l’exemple de la forêt domaniale de Perche-Trappe (Orne)	The management of forested areas hit by the December 1999 storms : the example of the Perche-Trappe State forest in the Orne district	chablis,conservation management,ecological diagnosis,forest,Perche-Trappe,restoration	chablis,diagnostic écologique,forêt de Perche-Trappe,gestion conservatoire,restauration	Petit-Berghem Yves	2004-08-31	fr	true
5355	Una familia de modelos de localizacion optima para actividades indeseables : propuesta y aplicacion con sistemas de informcion geografica	A set o optimal location models for undesirables activities : proposal and application with geographical information system	undesirables facilites,optimal location model,decision support techniques,GIS	SIG,installation indésirable,support à la décision	Moreno-Jimenez Antonio	1998-12-10	es	true
3851	L’apport des petites agglomérations dans la croissance urbaine en Algérie	The contribution of small towns to the urban growth in Algeria	Algeria,decentralization,settlements,towns,urbanization	agglomération,Algérie,décentralisation,urbanisation,ville	Chadli Mohamed,Hadjiedj Ali	2003-10-20	fr	true
4188	Urban sprawl modelling : A methodological approach		urban sprawl,grid mapping,GIS,transition matrices,potential model,cellular automata	étalement urbain,carroyage,SIG,matrices de transition,modèle de potentiel,automate cellulaire	Antoni Jean-Philippe	2002-03-01	en	false
1965	Espace agricole périurbain et politiques communales d’aménagement :L’exemple de l’agglomération albigeoise	Periurban agriculture and municipal land planning : the case of the Albi agglomeration	agricultural multifunctionality,land management,municipality,periurban agriculture,urban sprawl	agriculture périurbaine,aménagement du territoire,commune,multifonctionnalité de l’agriculture,périurbanisation	Duvernoy Isabelle	2002-03-05	fr	true
1977	Marketing urbain et projet de ville : parole et représentations géographiques des acteurs	Urban marketing and city project : Actors' speeches and geographical representations			Rosemberg-Lasorne Muriel	1997-10-23	fr	true
1979	La place de la ville dans le discours des aménageurs du début des années 1920 à la fin des années 1960.	The role of the city in town and country planning discourse from the early 1920s to the late 1960s.	decongestion,disfunctional housing estate,geonomy,housing-greater Paris planning,indusrial decentralisation,large housing estates,new town,planned urbanism,region,regional planning,rehabilitation,satellite city,space structure,urban expansion,volontarist geography	aménagement de la région parisienne,aménagement du territoire,cité-satellite,décentralisation industrielle,décongestion,extension urbaine,géographie volontaire,géonomie,grands ensembles,logement,lotissements défectueux,organisation de l'espace,reconstruction,région,urbanisme de plan,ville nouvelle	Couzon Isabelle	1997-11-20	fr	true
1983	The interests at stake in the social appropriation of geographical information technologies for regional planning : Case studies from France and Quebec				Roche Stéphane	1998-09-23	en	false
3721	Maximiser la représentativité de groupes dans un échantillonnage spatial	Maximising group representativeness in a spatial sampling	sampling,representativeness,weighting,boundary,region	échantillonnage,représentativité,pondération,frontière,régionalisation	Kah Estelle,Pruvot Michel	2002-09-23	fr	true
1992	Le bloc-diagramme : une clé de compréhension des représentations du paysage chez les agriculteurs ? Mise au point d’une méthode d’enquête préalable à une gestion concertée du paysage en Artense(Massif central français)	3D mapping : a key to farmer's landscape representation ? Developing an investigation method as an introduction to a cooperative landscape management in Artense (french Massif central).		représentation paysagère,bloc-diagramme,Auvergne,Artense	Michelin Yves	2000-01-10	fr	true
3772	Conflits d’usage de l’espace au Rondônia (Amazonie brésilienne)	Land-use conflicts in the state of Rondônia (brazilian Amazon)	agrarian colonization,brazilian Amazon,environment preservation,mapping,Rondônia,zoning	Amazonie brésilienne,cartographie,colonisation agraire,protection de l’environnement,Rondônia,zonage	Droulers Martine,Le Tourneau François-Michel,Machado Luciana	2001-08-21	fr	true
3722	Nouvelles données géomorphométriques issues de la théorie des graphes pour l’analyse spatiale	New geomorphometric advances based on graph theory applied to spatial analysis	geomorphometry,graph theory,method,morphometric model,spatial analysis	analyse spatiale,géomorphométrie,méthode,modèle morphométrique,théorie des graphes	Barthes Angela,Planque Géraldine	2002-09-26	fr	true
3733	From the observations to the construction of a urban dynamics simulation model : an inductive approach		fuzzy sets,intra-urban modelling,location choice,micro-simulation,synergetic	choix de localisation,micro-simulation,modélisation intra-urbaine,sous-ensembles flous,synergétique	Tannier Cécile,Frankhauser Pierre	2001-04-26	en	false
3742	Utilisation de typologies multi-dates pour l’analyse des transformations socio-spatiales de Bogota (Colombie)	Use of multidates typologies for the analysis of sociospace transformation of Bogota (Colombia)	Bogota,multidates typological analysis,sociospace dynamic	analyse typologique multidates,Bogota,dynamique socio-spatiale	Piron Marie,Dureau Françoise,Mullon Christian	2004-02-05	fr	true
2048	Intégration des représentations sociales<br />dans la gestion du paysage jurassien	Integrating social preferences in the landscape management of the Jura region	landscape,perception,landscape preference,social representation,landscape assessment,wooded pasture,Jura	paysage,perception,préférence paysagère,représentation sociale,diagnostic paysager,pâturage boisé,Jura	Chételat Joël,Ley Elise	2002-11-18	fr	true
2063	Une méthode d'analyse spatiale : l'association image modèle pour une approche de la &quot;durabilité&quot; du développement	A Method of Spatial Analysis : the Association image/model for an Approach of the Development "Durability"	spatial analysis,quantitative modelling,remote sensing,West Africa,coastal countries,rice growing	analyse spatiale,modélisation quantitative,télédétection,Afrique de l'Ouest,pays côtier,riziculture	Cheneau-Loquay Annie	1997-11-07	fr	true
3755	Agricultural policies, land-use and waterbird conservation: the case study of a major Mediterranean wetland, the Camargue		agriculture,Camargue,CAP,environment,land use,rice farming,wetland	agriculture,Camargue,environnement,occupation du sol,PAC,riziculture,zone humide	Mathevet Raphaël,Tourenq Christophe,Mesléard François	2002-02-24	en	false
3790	Time and space scales for measuring urban growth 		urban growth,concentration,urban sprawl,space-time	étalement urbain,hiérarchisation,système de villes,France	Bretagnolle Anne,Paulus Fabien,Pumain Denise	2002-07-25	en	false
2154	Scale and the Wartime <em>Saturday Evening Post</em>: A Geographical Strategy of Nation Building		national identity,Saturday Evening Post,scale	échelle géographique,identité nationale,Saturday Evening Post	Appleton Louise	2002-06-24	en	false
2171	.		Languedoc-Roussillon (region),country planning,intercommunity link,network,town hierarchy,local service,territoriality		Bonnefoy Jean-Luc	1996-05-03	en	false
3795	Spatial interaction in the run-off process		cellular automata,DEM,dynamic system,GIS,Pays-de-Caux,run off,simulation,spatial analysis,upstream,watershed	analyse spatiale,automate cellulaire,bassin-versant,inondation,MNT,Pays-de-Caux,ruissellement,SIG,simulation,système dynamique	Delahaye Daniel,Guermond Yves,Langlois Patrice	2002-05-10	en	false
3812	Cartographie d’aujourd’hui et de demain : rappels et perspectives.	Today's and tomorrow's mapping : recalls and prospects	dimension,mapping,visualization	cartographie,dimension,visualisation	Thomas Isabelle	2001-03-27	fr	true
3815	Télétravail, travail nomade : le territoire et les territorialités face aux nouvelles flexibilités spatio-temporelles du travail et de la production	Teleworking, telecommuting, nomadic work : Space, place and the emergence of new workplace and production flexibilities	commuting,enterprise,society,space,telework,territory,time,workplace	entreprise,espace,société,télétravail,temps,territoire,transport,travail	Moriset Bruno	2004-02-06	fr	true
2189	Morphologie du réseau de communication et localisations optimales d'activités. Quelle mesure pour exprimer la forme d'un réseau ? 	The shape of the transportation network and the optimal location of facilities. How to measure the shape of a network ?	communication network,graph,morphology,optimal location	réseau de communication,graphe,morphologie,localisation optimale	Beguin Hubert,Thomas Isabelle	1997-04-09	fr	true
6050	Les contradictions des réformes de l'eau potable en Colombie. L'exemple de l'aire métropolitaine de Bogotá	The contradictions in the reforms of the water supply system in Colombia. The case of the metropolitan area of Bogota	Colombia,water supply system,neoliberal reforms,sustainable development	Colombie,eau potable,réforme néolibérale,développement durable	Gouëset Vincent	2004-11-15		true
2199	Understanding spatial structure from network data : theoretical considerations and applications.		network analysis,hierarchy,complementarity	analyse de réseau,hiérarchie,complémentarité	Rabino Giovanni A.,Occelli Sylvie	1997-06-26	en	false
3827	Theory and migration<br />Towards a framework of migration and human actions		migration-theory,structuration-theory,time-geography	géographie du temps,théorie de la migration,théorie de la structuration	Stjernström Olof	2004-02-03	en	false
3835	Apports de la simulation multi-agents à l’étude des processus de diffusion	Contributions of multi-agent systems for diffusion processes studies	diffusion,agent-based modelisation,self-organization,multi-agent simulation	diffusion,modélisation individu-centrée,auto-organisation,simulation multi-agents	Daudé Eric	2004-02-03	fr	true
3901	De la géopolitique. Le point de vue des dictionnaires de géopolitique	About geopolitics, from geopolitical dictionaries	politic geography,geopolitics,dictionary,epistemology,multi-scalar analysis	géographie politique,géopolitique,dictionnaire,épistémologie,analyse multiscalaire	Fabre Emmanuel	2004-02-10	fr	true
14253	Cybergeo et les périodiques électroniques scientifiques	Cybergeo and the Electronic Scientific Journals	electronic publishing,research,new technologies,science,communication,knowledge,network,journals	nouvelles technologies,science,recherche,édition électronique,communication,savoir,réseau,revues	Kosmopoulos Christine	2002-06-30	fr	true
24903	Au prisme des mots	In the prism of the words. Globalization and the philological argument	Mondialisation,globalization,geohistory,metahistory,representations,cartography	Mondialisation,géohistoire,globalisation,métahistoire,représentations,cartographie	Capdepuy Vincent	2011-12-20	fr	true
15683	Saint-Julien T., Le Goix, R. (dir.), 2007, <em>La métropole parisienne, centralités, inégalités, proximités</em>, Paris, Belin, 333 p.				Dupuy Gabriel	2008-01-02	fr	false
15703	Geographical Values, the Values of Geography				Pumain Denise	2008-01-02	en	false
15663	Cosandey D., [1997] 2007, <em>Le secret de l’Occident. Vers une théorie générale du progrès scientifique</em>, Paris, Flammarion, coll. Champs, 864 p.				Gagnol Laurent	2007-12-21	fr	false
