"id","SCHID","title","title_en","keywords_en","keywords_fr","authors","date","langue","translated","DatePublication","Rubrique","Auteur","TypeDocument","Disponibilite","VisuTot","Visu07","Visu08","Visu09","Visu10","Visu11","Visu12","Visu13","Visu14","citedby","citing"
610,"","Internet et la géographie","","","",";Denise , Pumain","1998-07-12","fr","false","12-07-1998","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",684,46,190,182,80,62,31,50,43,NA,NA
833,"16869696928940862918","Cambrézy L., 2001, Réfugiés et exilés.Crise des sociétés, crise des territoires, Paris, Editions des archives contemporaines, 216 p.","","","",";Marianne , Guérois","2003-03-03","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
23623,"","Baron M., Cunningham-Sabot E., Grasland C., Rivière D., Van Hamme G. (dir), 2010, Villes et régions européennes en décroissance. Maintenir la cohésion territoriale, Paris, Lavoisier, Série Aménagement et Gestion du territoire, 345 p.","","","",";Clémentine , Cottineau","2011-04-29","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22902,"2222991629650254180","Le dilemme géographique des partis sociaux-démocrates : l’exemple des partis socialistes en Belgique","The geographical dilemma of social democrat parties: the example of socialist parties in Belgium",";social democrat parties;geographical heterogeneity;hétérogénéité géographique;social supervision;political attitude;encadrement social;attitude politique;partis sociaux-démocrate","attitude politique,encadrement social,hétérogénéité géographique,partis sociaux-démocrates",";Gilles Van , Hamme","2010-02-03","fr","true","03-02-2010","Rubriques Espace, Société, Territoire 2010","Gilles Van Hamme","Article","Texte intégral",2889,0,0,0,1158,713,410,275,333,0,18
2621,"5035349679182410681","Cartographie interactive et multimédia : vers une aide à la réflexion géographique","Interactive and multimedia cartography :an help for geographical reflecting",";analyse exploratoire;cartography;cartographie;reflexion/reflexivity;multimédia;SIG;visualization;multimedia;réflexion/réflexivité;visualisation;interactivité;exploratory analysis;GIS;interactivit","cartographie,visualisation,multimédia,SIG,interactivité,analyse exploratoire,réflexion/réflexivité",";Stéphane , Moisy;Olivier , Klein;Jean-Philippe , Antoni","2004-10-21","fr","true","21-10-2004","Rubriques Systèmes, Modélisation, Géostatistiques 2004","Jean-Philippe AntoniOlivier KleinStéphane Moisy","Article","Texte intégral",8863,459,997,1080,1242,1253,1411,1330,1091,14,20
385,"17174168399005685461","Provincial-level spatial statistical modelling of the change in per capita disposable Family Income in Spain, 1975-1983","",";spatial autocorrelation;income;Spain;Jacobian approximation;eigenfunction;space-tim","",";Daniel A. , Griffith","1998-02-20","en","false","20-02-1998","Transversalités Dossiers 1998 Fragments of regional science in honour of Jean Paelinck","Daniel A. Griffith","Article","Texte intégral",905,75,212,227,123,90,62,53,63,2,5
5591,"8417900000791458445","El ambulantaje en imágenes : una historia de representaciones de la venta callejera en la Ciudad de México (siglos XVIII-XX)1","Ambulantaje in images: A history of street commerce representations in Mexico City (XVIIIth- XXth centuries)",";public space;México;métropolisation;representacione;Mexico City;espace public;metropolization;historia;ambulantaje;espacio público;ambulantism;history;Mexico;longue durée;street commerce;representation;ambulantage;venta callejera;vente de rue;représentatio","ambulantage,espace public,longue durée,métropolisation,Mexico,représentation,vente de rue",";Arnaud , Exbalin;Martha De , Alba;Georgina , Rodríguez","2007-04-19","es","true","19-04-2007","Transversalités Dossiers 2007-2006 Ambulantage et métropolisation","Martha De AlbaArnaud ExbalinGeorgina Rodríguez","Article","Texte intégral",50259,6186,11178,8766,8009,6878,5855,2038,1349,4,0
3472,"7210107172500808850","Contexte théorique de la notion de discontinuité géographique","Likeness, proximity and geographical discontinuity",";proximity;discontinuité;voisinage;smoothing;structure spatiale;spatial structure;discontinuity;lissag","discontinuité,lissage,structure spatiale,voisinage",";Jean-Christophe , François","2002-05-13","fr","true","13-05-2002","Rubriques Systèmes, Modélisation, Géostatistiques 2002","Jean-Christophe François","Article","Texte intégral",1947,90,333,286,356,297,203,189,193,3,0
23171,"9860670668515318219","Les figures du pouvoir à Harbin pendant la « Guerre de quinze ans » (1931-1945)","","","",";Sabine , Breuillard","2010-07-26","fr","false","26-07-2010","Transversalités Dossiers 2010 Un lieu précis, un temps limité, une tranche de vie","Sabine Breuillard","Article","Texte intégral",2495,0,0,0,418,669,510,478,420,0,0
3795,"7192111467843982782","Spatial interaction in the run-off process","",";spatial analysis;bassin-versant;système dynamique;automate cellulaire;analyse spatiale;DEM;simulation;SIG;watershed;ruissellement;inondation;upstream;MNT;run off;cellular automata;GIS;Pays-de-Caux;dynamic syste","analyse spatiale,automate cellulaire,bassin-versant,inondation,MNT,Pays-de-Caux,ruissellement,SIG,simulation,système dynamique",";Yves , Guermond;Patrice , Langlois;Daniel , Delahaye","2002-05-10","en","false","10-05-2002","Transversalités Dossiers 2001 12th European Colloquium on Quantitative and Theoretical Geography.St-Valery-en-Caux, France, September 7-11, 2001. St-Valery-en-Caux, France, September 7-11, 2001","Daniel DelahayeYves GuermondPatrice Langlois","Article","Texte intégral",2176,106,344,364,341,288,191,213,329,9,4
836,"639130658357203416","Pelletier Monique, 2002, Les Cartes Cassini, la science au service de l'état et des régions. Paris, Ed Cths, 338 p.","","","",";Nocco , Laurent","2003-02-27","","false","27-02-2003","Vie Scientifique Revue de livres 2003","Nocco Laurent","Compte-rendu","Texte intégral",651,60,156,158,46,61,57,45,68,0,0
24827,"16506573154087321340","Les étiages : définitions hydrologique, statistique et seuils réglementaires","Low flows: hydrological aspects, statistical definition and regulatory framework",";low flow indices;ressources en eau;low flow frequency;regulatory framework;anthropogenic influence;étiage;débit caractéristique d’étiage;drought;impact anthropique;thresholds;statistique;sécheresse;seuils;réglementation;water resource","débit caractéristique d’étiage,étiage,impact anthropique,réglementation,ressources en eau,sécheresse,seuils,statistique",";Claire , Lang Delus","2011-11-30","fr","true","30-11-2011","Rubriques Environnement, Nature, Paysage 2011","Claire Lang Delus","Article","Texte intégral",8811,0,0,0,0,361,2698,2971,2781,0,9
22832,"15799196584630148869","L’enjeu écologique dans le travail des Land et Reclamation Artists","The ecological challenge in Reclamation Artists work",";écologie;paysage;art;Reclamation Art;ecology;landscap","art,écologie,Reclamation Art,paysage",";Adeline , Lausson","2009-12-14","fr","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5
25074,"","Débat entre Yves Guermond et Henri Reymond à propos de l'article « T-Sphère » et médiance espace/étendue. L’antagoniste contradictoire et le concept de géoanthroposystème","","","",";Yves , Guermond;Henry , Reymond","2011-02-10","fr","false","10-02-2011","Vie Scientifique Débats Le Géosystème","Yves GuermondHenry Reymond","Article","Texte intégral",402,0,0,0,0,0,142,148,112,NA,NA
1979,"3634010930726664160","La place de la ville dans le discours des aménageurs du début des années 1920 à la fin des années 1960.","The role of the city in town and country planning discourse from the early 1920s to the late 1960s.",";region;decongestion;indusrial decentralisation;volontarist geography;décentralisation industrielle;disfunctional housing estate;grands ensembles;space structure;ville nouvelle;rehabilitation;urban expansion;décongestion;housing-greater Paris planning;géographie volontaire;regional planning;lotissements défectueux;cité-satellite;satellite city;géonomie;large housing estates;planned urbanism;région;aménagement de la région parisienne;extension urbaine;geonomy;reconstruction;new town;aménagement du territoire;urbanisme de plan;logement;organisation de l'espac","aménagement de la région parisienne,aménagement du territoire,cité-satellite,décentralisation industrielle,décongestion,extension urbaine,géographie volontaire,géonomie,grands ensembles,logement,lotissements défectueux,organisation de l'espace,reconstruction,région,urbanisme de plan,ville nouvelle",";Isabelle , Couzon","1997-11-20","fr","true","20-11-1997","Rubriques Aménagement, Urbanisme 1997","Isabelle Couzon","Article","Texte intégral",5072,487,1248,1047,742,576,373,308,291,11,1
3238,"10124750255541530363","Une ville dans la forêt : São Gabriel da Cachoeira, capitale isolée du haut Rio Negro","A city in the rainforest : São Gabriel da Cachoeira, the isolated capital city of the Upper Rio Negro",";Brésil;développement;Amazonie;géographie régionale;development;city in a tropical forest context;monographie locale;regional geography;local study;ville et environnement forestier;brazilian Amazon;Brazil;populations amérindiennes;population;Amerindian","Amazonie,Brésil,développement,géographie régionale,monographie locale,populations amérindiennes,ville et environnement forestier",";François-Michel , Le Tourneau;Ludivine , Eloy;Hervé , Théry","2005-03-24","fr","true","24-03-2005","Rubriques Espace, Société, Territoire 2005","Ludivine EloyFrançois-Michel Le TourneauHervé Théry","Article","Texte intégral",7561,858,1846,1113,786,709,687,777,785,3,5
25131,"10406915170702922356","Compléments des programmes de géographie de l’élémentaire : valait-il mieux jamais que si tard ?","Supplements to the primary school geography curricula: wouldn't it be better never than late?",";France;programmes scolaires;enseignement de la géographie;géographie scolaire;primary school geography;scales;geography teaching;échelles;school curricul","enseignement de la géographie,géographie scolaire,programmes scolaires,échelles,France",";Xavier , Leroux","2012-02-08","fr","true","08-02-2012","Vie Scientifique Débats Les nouveaux programmes dans le primaire","Xavier Leroux","Article","Texte intégral",2423,0,0,0,0,0,1474,574,375,1,0
5404,"7308616696581035728","Une canicule politique","","","",";Jean-Pierre , Gaudin","2003-11-24","fr","false","24-11-2003","Vie Scientifique Débats Rapport de la mission d’expertise et d’évaluation du système de santé pendant la canicule 2003","Jean-Pierre Gaudin","Article","Texte intégral",2343,101,288,281,205,238,271,663,296,1,0
2831,"12665385194263336167","Impact des dynamiques agraires sur les paysages de montagne au nord du Vietnam au cours de la décennie 1990","Impact of land use changes on mountain landscapes in northern Vietnam during the 1990s",";accessibilité;dynamique paysagère;landscape changes;usage des ressources;mountain agriculture;agriculture de montagne;natural resources management;Vietnam;accessibilit","accessibilité,agriculture de montagne,dynamique paysagère,usage des ressources,Vietnam",";Nguyen , Vu;Jean-Christophe , Castella;Nathalie Rachel , Tronche","2005-01-13","fr","true","13-01-2005","Rubriques Environnement, Nature, Paysage 2005","Jean-Christophe CastellaNathalie Rachel TroncheNguyen Vu","Article","Texte intégral",3574,303,1027,710,446,289,308,262,229,3,11
20413,"18388697423494975816","Ozouf-Marginier M-V, Robic M-C, 2008, Régions naturelles et noms de pays, CTHS Editions, 381 p.","","","",";Xavier , Leroux","2008-10-03","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
795,"7351678432736169868","Moser G ., Weiss K. (dir), 2003, Espaces de vies. Aspects de la relation homme-environnement. Paris. A. Colin. Collection Sociétales. 396 p.","","","",";Angèle , Charpentier","2004-02-17","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
26956,"644385053329827712","Adapter le modèle de l’édition scientifique","","","",";Denise , Pumain","2015-05-06","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
5467,"17371627437568172973","Echos sur la place de la géographie dans les sciences sociales indiennes","About the place of Geography in the field of Indian Social Sciences","","",";Sébastien , Oliveau","2006-03-30","fr","true","30-03-2006","Vie Scientifique Débats Echos sur la place de la géographie dans les sciences sociales indiennes","Sébastien Oliveau","Article","Texte intégral",1500,128,207,182,85,117,139,392,250,0,0
8902,"17731127396440963477","Fractal Analysis of the Urbanization at the Outskirts of the City: Models, Measurement and Explanation","",";fractales;outskirts;Thessalonique;urbanisation;fractal dimension;urbanization;Thessalonik","fractales,urbanisation,Thessalonique",";Apostolos , Lagarias","2007-07-16","en","false","16-07-2007","Rubriques Systèmes, Modélisation, Géostatistiques 2007","Apostolos Lagarias","Article","Texte intégral",5177,359,832,787,720,747,681,622,429,11,11
2235,"726663096495224232","Position de recherche sur une méthode de détermination d'un contour urbain","Research report on a method for determining an urban outline",";morphologie mathématique;traitement d'image;bâti urbain;urban settlement and city;carte topographique;agglomération;topographical map;mathematical morphology;image analysi","agglomération,bâti urbain,carte topographique,morphologie mathématique,traitement d'image",";Eric , Bailly","1996-06-14","fr","true","14-06-1996","Rubriques Systèmes, Modélisation, Géostatistiques 1996","Eric Bailly","Article","Texte intégral",3000,242,753,634,418,223,256,322,152,10,1
4269,"4969135363021436624","Ecologistes des villes et écologistes des champs : analyse spatiale de l’implantation en France des partis écologistes et «Chasse Pêche Nature et Traditions»","Greens of cities and Greens of fields : spatial analysis of the implantation of green and agrarian parties in France and Basse-Normandie",";clivage urbain/rural;géographie électorale;diffusion;electoral geography;partis écologistes;green party;rural/urban cleveag","géographie électorale,partis écologistes,clivage urbain/rural,diffusion",";Michel , Bussi;Loïc , Ravenel","2001-12-18","fr","true","18-12-2001","Transversalités Dossiers 2001 12th European Colloquium on Quantitative and Theoretical Geography.St-Valery-en-Caux, France, September 7-11, 2001. St-Valery-en-Caux, France, September 7-11, 2001","Michel BussiLoïc Ravenel","Article","Texte intégral",6381,424,1237,956,837,765,1023,631,508,5,3
7482,"","In the Middle of the World: the Center and its Networks","","","",";Denise , Pumain","2001-10-12","en","false","12-10-2001","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",395,29,125,84,26,30,20,46,35,NA,NA
24870,"7605677830785572417","Lortic B., Couret D. (collab.), 2011, Manuel de cartographie rapide : de l’échelle de la région à celle du mobilier urbain, Marseille, IRD, 97 p.","","","",";Joël , Boulier","2011-12-15","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
25817,"3543726411124797958","L’industrie minière et le développement urbain en milieu nordique : l’exemple de Fermont au Québec","The Mining Industry and Urban Development in the North: The Case of Fermont in Quebec",";Urban Planning;résilience;Quebec;ville nordique;urbanisme;Northern Settlement;industrie minière;Resilience;Fermont;Mining Industry;Québec;nord;Nort","résilience,Fermont,industrie minière,ville nordique,urbanisme,nord,Québec",";Carl , Brisson;Martin , Simard","2013-04-08","fr","true","08-04-2013","Rubriques Espace, Société, Territoire 2013","Martin SimardCarl Brisson","Article","Texte intégral",3417,0,0,0,0,0,0,2038,1379,0,14
24710,"9861757713836418476","Cartographie 2.0 : le grand public, producteur de contenus et de savoirs géographiques avec le web 2.0","The general public producer of geographic content and knowledge with Web 2.0",";Web 2.0;Citizen science;Volunteered Geographic information;Web-mapping;Cartographie en ligne;science citoyenne;information géographique volontaire;GIS;SI","Cartographie en ligne,SIG,information géographique volontaire,science citoyenne,Web 2.0",";Boris , Mericskay;Stéphane , Roche","2011-10-20","","true","20-10-2011","Transversalités Science et Toile 2011","Boris MericskayStéphane Roche","Article","Texte intégral",5460,0,0,0,0,433,2078,1339,1610,10,24
790,"15221555459579645455","Bopda A., 2003, Yaoundé et le défi camerounais de l’intégration. À quoi sert une capitale d’Afrique tropicale ? Paris, CNRS Editions, 422 p.","","","",";Jean-Pierre , Chevalier","2004-10-04","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
17502,"9482231302012510959","Et si les jeux vidéo servaient à comprendre la géographie ?","Are video games means to understand geography?",";pedagogy;virtual space;pédagogie;video-game;espace virtuel;modelling;simulation;research;modélisation;recherche;representation;appropriation;jeu vidéo;représentation;interactivité;interactivit","appropriation,espace virtuel,interactivité,jeu vidéo,modélisation,pédagogie,recherche,représentation,simulation",";Hovig , Ter Minassian;Samuel , Rufat","2008-03-27","fr","true","27-03-2008","Transversalités Science et Toile 2000-2010","Hovig Ter MinassianSamuel Rufat","Article","Texte intégral",16534,0,2946,2701,2122,2407,2008,2412,1938,16,7
5371,"5406571200703053888","Un nouveau défi pour les géographes","A new challenge for geographers",";enseignement de la géographie;Chil","Chili,enseignement de la géographie",";Federico , Arenas","2000-11-20","fr","true","20-11-2000","Vie Scientifique Débats Faut-il supprimer la géographie ?","Federico Arenas","Article","Texte intégral",469,18,94,108,36,57,54,67,35,0,0
25110,"16844054944903780759","Modélisations multi-scalaires des dynamiques urbaines dans la longue durée : l’exemple du quartier abbatial de Vendôme (41)","",";Spatio-temporal modeling;multi-temporalité;multi-scalar;fabrique urbaine;longue durée;multi-temporality;long time;urban fabric;multi-scalaire;modélisation spatio-temporell","modélisation spatio-temporelle,multi-temporalité,longue durée,fabrique urbaine,multi-scalaire",";Gaël , Simon","2012-02-06","","false","06-02-2012","Rubriques Systèmes, Modélisation, Géostatistiques 2012","Gaël Simon","Article","Texte intégral",1942,0,0,0,0,0,904,498,540,0,5
5468,"5365880577733188795","2003, Combien de femmes au CNU ?","","","",";Denise , Pumain","2003-11-24","fr","false","24-11-2003","Vie Scientifique Débats Exclusion, régression...la question des femmes","Denise Pumain","Article","Texte intégral",546,81,158,91,58,40,35,50,33,0,0
25538,"","Perceptions, réorganisations locales et stratégies d’acteurs suite à l’application d’une politique publique agricole européenne","Perceptions, Local Reorganizations and Strategies of Actors Following to the Implementation of an European Agricultural Policy. Study of the French rural development program in Thymerais, Monts de Lacaune, Pays de Langres, Mené, Coteaux du lyonnais, southern Ardèche",";European subsidies of common agricultural policy;acteur;développement;rural development;territory;Politique agricole commune (PAC);territoire;acto","acteur,territoire,développement,Politique agricole commune (PAC)",";André , Suchet;Anthony , Tchékémian","2011-03-31","fr","true","31-03-2011","Rubriques Politique, Culture, Représentations 2011","Anthony TchékémianAndré Suchet","Article","Texte intégral",983,0,0,0,0,0,122,445,416,NA,NA
499,"14158549327691939987","Les défis théoriques posés à la cartographie mènent à la cognition","Theoretical challenge in cartography leads to cognition","","",";Yaïves , Ferland","2000-11-17","fr","true","17-11-2000","Transversalités Dossiers 1997 Colloque ""3O ans de sémiologie graphique""","Yaïves Ferland","Article","Texte intégral",2515,74,364,316,295,296,295,577,298,3,2
22860,"12664690861860467256","Humphreys Laud, 2007, Le commerce des pissotières. Pratiques homosexuelles anonymes dans l’amérique des années 1960, Paris, La découverte.","","","",";Marianne , Blidon","2009-12-17","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
563,"18207718465885799645","Euroquant at 21 : “coming of age” ?","","","",";David , Unwin","1999-11-17","en","false","17-11-1999","Transversalités Dossiers 1999 11th European Colloquium on Quantitative and Theoretical Geography. Durham Castle, UK, September 3-7, 1999","David Unwin","Article","Texte intégral",573,29,118,97,59,57,42,68,103,4,5
24179,"1324168477576458496","L’extension des limites administratives de Hanoi : un exercice de recomposition territoriale en tension","The extension of Hanoi’s administrative limits: Territorial restructuring in tension",";Hanoi;aspects politiques du foncier;planification territoriale;land politics;activité immobilière;territorial planning;real estate activities;Vietna","activité immobilière,aspects politiques du foncier,Hanoi,planification territoriale,Vietnam",";Clément , Musil;Danielle , Labbé","2011-10-14","fr","true","14-10-2011","Rubriques Aménagement, Urbanisme 2011","Danielle LabbéClément Musil","Article","Texte intégral",1539,0,0,0,0,144,565,429,401,5,8
23076,"7418167336521628102","Philcarto : histoire de vie d’un logiciel de cartographie","",";software;programmation;programming;statistique;cartography;cartographie;logiciel;publication;évaluation;evaluation;statistic","logiciel,programmation,cartographie,statistique,évaluation,publication",";Philippe , Waniez","2010-05-03","fr","false","03-05-2010","Rubriques Cartographie, Imagerie, SIG 2010","Philippe Waniez","Article","Texte intégral",23128,0,0,0,5382,5731,4267,3939,3809,1,7
955,"8470495918768681902","Dear M. J., 2000, The postmodern urban condition, Oxford, Blackwell Publishers.","","","",";Bernard , Elissalde","2001-03-03","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
22716,"6474361838092254707","La première carte moderne de Tunis (1831-1832) Le travail de Falbe en contexte","The first modern map of Tunis (1831-1832) The Falbe’s work in its context",";archaeology;territory;cartography;cartographie;archéologie;politique;semiotics;politics;territoire;représentation spatiale;Tunis;Falbe;sémiotique;spatial representation;innovation;colonisatio","archéologie,cartographie,colonisation,Falbe,innovation,politique,représentation spatiale,sémiotique,territoire,Tunis",";Houda , Baïr","2009-10-13","fr","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9
732,"","The Age of Reason","","","",";Denise , Pumain","2003-05-12","en","false","12-05-2003","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",585,27,142,155,76,34,31,48,72,NA,NA
26645,"7500602852953149778","Pierre Deffontaines et les missions universitaires françaises au Brésil : enjeux politiques et pédagogiques d’une société savante outremer (1934-1938)","Pierre Deffontaines, and the French University missions in Brazil: political and pedagogical issues of an overseas scientific society (1934-1938)",";enseignement de la géographie;teaching Geography;USP;Pierre Deffontaines;circulation des savoirs;circulação do saber;Association of Brazilian Geographers;ensino da geografia;circulation of knowledge;Associação dos Geógrafos Brasileiros;Association des Géographes Brésiliens;Pierre Monbeig;Caio Prado Junio","Pierre Deffontaines,Caio Prado Junior,Pierre Monbeig,Association des Géographes Brésiliens,USP,circulation des savoirs,enseignement de la géographie",";Federico , Ferretti","2014-12-24","fr","true","24-12-2014","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2014","Federico Ferretti","Article","Texte intégral",172,0,0,0,0,0,0,0,172,0,29
23253,"1097122499403586652","De l’aménagement au ménagement des cours d’eau : le bassin de la Loire, miroir de l’évolution des rapports entre aménagement fluvial et environnement","From planning to care: the Loire catchment basin as a mirror of the evolving relationship between fluvial development and environment",";protection;natural hazard;flood hazard;risque naturel;Loire basin;barrage;aléa inondation;bassin de la Loire;hydrosystème;environment;planning;dam;prevention;aménagement;environnement;prévention;hydrosyste","aléa inondation,aménagement,barrage,bassin de la Loire,environnement,hydrosystème,prévention,protection,risque naturel",";Sylvain , Rode","2010-09-22","fr","true","22-09-2010","Rubriques Environnement, Nature, Paysage 2010","Sylvain Rode","Article","Texte intégral",13266,0,0,0,1188,2293,3330,3568,2887,8,10
786,"14258232744504586248","Maria Giuseppina Lucia, 1999 La Geografia Finanziaria, Mercati e Territorio, Bologna, Pàtron Editore, 229 p.","","","",";Risto , Laulajainen","2004-11-23","en","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
26763,"1190209351207877439","Analyse spatiale de la structure des réseaux techniques dans un contexte de risques","Spatial analysis of technical networks structure in a risk context",";risk;spatial analysis;centrality;criticality;vulnérabilité;réseaux techniques;technical networks;analyse spatiale;centralité;vulnerability;criticité;risque","analyse spatiale,réseaux techniques,risques,vulnérabilité,criticité,centralité",";Serge , Lhomme","2015-02-20","fr","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34
26675,"9393709732402438322","La politique des périmètres d’urbanisation est-elle pertinente ? Le cas de la région métropolitaine de Portland, Oregon","Are Urban Growth Boundaries efficient? The case-study of the Portland, OR, Metropolitan Area",";urban sprawl;étalement urbain;housing;regional governance;périmètres d’urbanisation;transportation;transports urbains;gouvernance territoriale;urban growth boundaries;logemen","étalement urbain,périmètres d’urbanisation,gouvernance territoriale,logement,transports urbains",";Jean-Marc , Zaninetti","2014-12-25","fr","true","25-12-2014","Rubriques Aménagement, Urbanisme 2014","Jean-Marc Zaninetti","Article","Texte intégral",172,0,0,0,0,0,0,0,172,0,34
153,"10648402730705549299","Paléohydrographie et archéologie de l'espace en pays tricastin : de l'archéologie aérienne à la télédetection satellitaire","Paleohydrography and archaeology in the Tricastin Region : From aeral archaeology to satellite remote sensing",";antiquity;centuriation;archaeology;photo-interprétation;archéologie;photointerpretation;Antiquité;télédétection;remote sensin","télédétection,photo-interprétation,archéologie,Antiquité,centuriation",";Jean-François , Berger;Gérard , Chouquer;Cécile , Jung;Ibtissem , Tounsi","1999-03-17","fr","true","17-03-1999","Rubriques Cartographie, Imagerie, SIG 1999","Ibtissem TounsiCécile JungJean-François BergerGérard Chouquer","Article","Texte intégral",2718,250,607,577,366,279,267,196,176,0,1
4917,"12736972122713802641","La qualité des données de géomarketing","",";modélisation;géomarketing;carroyage;district level;Rouen;îlot;geomarketing;grid;modellin","géomarketing,îlot,carroyage,Rouen,modélisation",";Jean-Marc , Orhan;Frédéric , Girault","1999-07-12","fr","false","12-07-1999","Rubriques Espace, Société, Territoire 1999","Frédéric GiraultJean-Marc Orhan","Article","Texte intégral",2976,196,500,531,555,310,296,356,232,2,1
23202,"","Les éco-quartiers : laboratoires de la ville durable","Eco-neighborhoods: laboratories for the sustainable city. Paradigm shift or eternal return of the same?",";eco-neighborhood;géographie critique;sustainable urbanism;urbanisme durable;éco-quartier;critical geograph","éco-quartier,géographie critique,urbanisme durable",";Laurent , Matthey;Yves , Bonard","2010-07-09","fr","true","09-07-2010","Vie Scientifique Débats Quartier durable ou éco-quartier ?","Yves BonardLaurent Matthey","Article","Texte intégral",25561,0,0,0,4315,4381,5638,6772,4455,NA,NA
5024,"","Qui sommes-nous ?","","","","","2015-04-01","fr","false","09-07-2015","La Revue","","Informations pratiques","Texte intégral",15442,917,2490,2156,1721,1594,2176,2250,2138,NA,NA
797,"","Dorin B., Landy F., 2002, Agriculture et Alimentation de l’Inde, les vertes années (1947-2001), Paris, Institut National de la Recherche Agronomique, collection Espaces ruraux .","","","",";Clarisse , Didelon","2004-01-19","fr","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22013,"9914924177076171326","Changement climatique et évolution des tempêtes dans le Golfe du Lion : approche par intégration d’échelles spatio-temporelles","Climate Change and storminess in the Gulf of Lion: a spatio-temporal scale interaction approach",";spatio-temporal scale;storms;Gulf of Lion;tempêtes;climate change;changement climatique;Golfe du Lion;échelles spatio-temporelle","changement climatique,échelles spatio-temporelles,Golfe du Lion,tempêtes",";Albin , Ullmann","2009-03-18","fr","true","18-03-2009","Rubriques Environnement, Nature, Paysage 2009","Albin Ullmann","Article","Texte intégral",4022,0,0,1113,901,492,449,632,435,1,1
21733,"","Géoadvertainment et géoéthique","","","",";Denise , Pumain","2009-01-14","fr","false","14-01-2009","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",1970,0,0,1698,74,58,40,58,42,NA,NA
4325,"4095534866779795516","Quatre conceptions de la géographie scolaire : un modèle interprétatif des pratiques d’enseignement de la géographie ?","Four conceptions in Geographical Education: a Model for Interpretation of Practices in the High-school Teaching of Geography?",";enseignement de la géographie;géographie scolaire;didactique;school geography;teaching geography;didactic","didactique,enseignement de la géographie,géographie scolaire",";Jean-François , Thémines","2004-03-22","","true","22-03-2004","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2004","Jean-François Thémines","Article","Texte intégral",7279,276,880,876,643,596,1021,1525,1462,4,8
24701,"3376226952122960110","Les inégalités spatiales de la qualité de l’air dans l’agglomération de Sfax et ses environs : Le cas Des températures, de la brise, du CO et SO2","Spatial inequalities of air quality in greater Sfax and surroundings: the case of temperature, breeze, CO and SO2",";air quality;urban expansion;environmental inequality;étalement urbain;qualité de l’air;Sfax;inégalité environnemental","étalement urbain,inégalité environnementale,qualité de l’air,Sfax",";Abdelkarim , Daoud;Salem , Dahech;Gérard , Beltrando","2011-10-25","fr","true","25-10-2011","Rubriques Environnement, Nature, Paysage 2011","Salem DahechAbdelkarim DaoudGérard Beltrando","Article","Texte intégral",5954,0,0,0,0,447,2274,1550,1683,3,13
2966,"6981655288541404358","Cross-Channel Geographers: a century of activity.","",";thèses;histoire de la géographie;Ireland;history of geography;géographie;bibliography;bibliographie;United Kingdom;Royaume-Uni;thesis;France;geography;Irland","bibliographie,France,géographie,histoire de la géographie,Irlande,Royaume-Uni,thèses",";Hugh , Clout","2005-12-06","en","false","06-12-2005","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2005","Hugh Clout","Article","Texte intégral",7918,620,1754,1115,872,849,912,718,1078,2,48
25561,"15363435225343605206","Video games and urban simulation: new tools or new tricks?","",";émergence;self-organisation;modelling;emergence;simulation;jeux vidéo;modélisation;models;représentations;representation;video games;auto organisation;urban studies;études urbaines;modèle","jeux vidéo,modélisation,simulation,modèles,représentations,auto organisation,émergence,études urbaines",";Hovig Ter , Minassian;Samuel , Rufat","2012-10-19","en","false","19-10-2012","Transversalités Science et Toile 2012","Samuel RufatHovig Ter Minassian","Article","Texte intégral",4693,0,0,0,0,0,1236,2029,1428,2,30
