"id"	"UID"	"SCHID"	"Title"	"Title_en"	"keywords_en"	"keywords_fr"	"authors"	"date"	"langue"	"translated"	"numciting"	"numcited"
"23840"	"T0938"	"13279040681141958098"	"Mobilités et espaces de vie des étudiants de l’Est francilien : des proximités et dépendances à négocier"	"Living spaces and mobility practices of students in the East of Paris: dealing with proximities and dependence"	";proximity;mobilité;centrality;student;living spaces;Paris;dépendance;proximité;territoire; centralité;étudiant;dependence;mobility;espaces de vi"	"dépendance,espaces de vie,étudiant,mobilité,Paris,proximité,territoire; centralité"	";Matthieu , Delage;Armelle , Choplin"	"2011-07-01"	"fr"	"true"	"0"	"51"
"22976"	"T0888"	"4452003672140830454"	"À la recherche d’effets réseaux dans la dynamique du modèle de ségrégation de Schelling"	"Looking for network effects in Schelling’s model of segregation"	";segregation;networks;modèle de Schelling;simulation multi-agent;agent-based simulation;réseaux;Schelling’s model;ségrégatio"	"modèle de Schelling,réseaux,ségrégation,simulation multi-agent"	";Arnaud , Banos"	"2010-03-09"	"fr"	"true"	"0"	"30"
"23143"	""	"9376357220309256063"	"Sivignon M., 2009, <em>Les Balkans. Une géopolitique de la violence</em>. Belin, Paris 2009, 208 p."	""	""	""	";Henri , Chamussy"	"2010-05-14"	"fr"	"false"	"0"	"0"
"788"	""	""	"National Research Council, 2003, <em>Cities Transformed.  Demographic Change and its Implications in the Developing World</em>. Panel on Urban Population Dynamics, M. Montgomery, R. Stren, B. Cohen. and H. Reed (eds.), Committee on Population, Division of Behavioural and Social Sciences and Education.  Washington, DC: The National Academies Press."	""	""	""	";Isabelle , Thomas"	"2004-10-06"	"fr"	"false"	"0"	"0"
"26024"	"T1113"	"3945173154016572915"	"Söderström O., Ruedin D., Randeria S., D’Amato G., Panese F., 2013, Critical Mobilities, Lausanne, EPFL Press / Routledge, 234 p."	"Söderström O., Ruedin D., Randeria S., D’Amato G., Panese F., 2013, Critical Mobilities, Lausanne, EPFL Press / Routledge, 234 p."	""	""	";Armelle , Choplin"	"2013-09-03"	"fr"	"true"	"0"	"7"
"4988"	"T0177"	"5315098912679986710"	"Les équipements culturels au service de la population des villes"	""	""	""	";Françoise , Lucchini"	"1999-04-20"	"fr"	"false"	"0"	"8"
"4056"	"T0157"	"11824805271819823025"	"A propos de l’analyse spatiale exploratoire des données"	"About Exploratory Data Analysis"	";local indicator;ESDA;indicateurs locaux;modélisation spatiale;spatial modelisation;ED"	"EDA,ESDA,indicateurs locaux,modélisation spatiale"	";Arnaud , Banos"	"2001-10-18"	"fr"	"true"	"0"	"48"
"859"	"T0502"	""	"Staszak J.-F. (coord.), 2001, Espaces domestiques, Annales de Géographie, n°620 Juillet-Août 2001"	""	""	""	";Caroline , Varlet"	"2002-07-11"	"fr"	"false"	"0"	"0"
"823"	""	"5503757387547784745"	"Smith D., 2000,<em> Moral Geographies. Ethics in a World of Difference</em>, Edinburgh University Press, 244 p."	""	";moral geography;moral philosophy;spac"	""	";Olivier , Milhaud"	"2003-05-26"	"fr"	"false"	"0"	"8"
"26829"	""	""	"Multifractal portrayal of the Swiss population"	""	";dimensions généralisées de Rényi;singularity spectrum;box-counting method;dimension fractale;multifractal dimensions;Rényi dimensions;geodemography;fractal dimension;géodémographie;dimensions multifractales;méthode de box-counting;spectres multifractau"	"dimension fractale,méthode de box-counting,dimensions multifractales,dimensions généralisées de Rényi,spectres multifractaux,géodémographie"	";Mikhail , Kanevski;Jean , Golay;Carmen Delia , Vega Orozco"	"2015-03-09"	"en"	"false"	"0"	"64"
"25907"	"T1087"	""	"La ville en terre au Mali"	"The City in Earth: Construction Site as Heritage in Mali"	";West Africa;patrimoine urbain;appropriation de l’espace;Afrique de l’Ouest;appropriation;ontologie;ontology;urban heritag"	"Afrique de l’Ouest,patrimoine urbain,appropriation de l’espace,ontologie"	";Vincent , Laureau"	"2013-04-18"	"fr"	"true"	"0"	"37"
"3481"	""	""	"L'analyse log-linéaire de tableaux de contingence et le modèle logit I : principe, usage, intérêt et limites"	"The loglinear analysis of contingency tables and the logit model I : principle, application, interest and limits"	";qualitative data;loglinear;odds ratio;Logit;log-linéaire;interaction;rapport de chance"	"interaction,log-linéaire,Logit,rapport de chances"	";Estelle , Kah;Michel , Pruvot"	"2003-01-10"	"fr"	"true"	"0"	"0"
"23502"	"T0924"	"17794292856279851609"	"Analisi del valore aggiunto pro capite: una tassonomia dei Sistemi Locali del Lavoro italiani attraverso la shift-share analysis con struttura spaziale"	"Analysis of value added per capita: a taxonomy of Italian local labour market systems through the shift-share analysis with spatial structure."	";spatial analysis;correlazione spaziale;Italia;externalité de Jacobs;analyse spatiale;shift share analysis;analyse shift-share;Italy;sistemi locali del lavoro;esternalità alla Jacobs;local labour market;marché local du travail;Jacobs’ externalities;Itali"	"analyse shift-share,analyse spatiale,externalité de Jacobs,Italie,marché local du travail"	";Massimo , Pasquariello"	"2011-03-17"	"it"	"true"	"0"	"51"
"2614"	"T0014"	"15388912047777281765"	"Cartographie du risque naturel dans le monde. Etude comparative entre une approche d’ordre social et une approche d’ordre économique de la vulnérabilité"	"Global natural hazard mapping. Comparative study between a social approach and an economical approach of the vulnerability"	";natural hazard;aléa;vulnérabilité;cartographie;map;vulnerability;risque nature"	"aléa,cartographie,risque naturel,vulnérabilité"	";Gilles , André"	"2004-09-16"	"fr"	"true"	"0"	"8"
"3298"	""	""	"Approche par analyse spatiale de la faisabilité de captage d'eau souterraine sur le Massif du Piton de la Fournaise (île de La Réunion - France - Océan Indien)"	"Spatial Analysis Approach of Feasability of Groundwater Capture in the Massif de la Fournaise (Reunion Island - France - Indian Ocean)"	";spatial analysis;Réunion Island;hydrogeologic modeling;Massif de la Fournaise;Fournaise Massif;analyse spatiale;ressource d'eau;hydrogéologie;hydrogeology;groundwater resources;GIS;SIG;île de la Réunio"	"analyse spatiale,hydrogéologie,île de la Réunion,Massif de la Fournaise,ressource d'eau,SIG"	";Jean-Lambert , Join;Gwenaelle , Pennober;Olivier , Odon;J-L. , Folio"	"2004-06-22"	"fr"	"true"	"0"	"20"
"15973"	"T0747"	""	"Quelle « perspective » entre Moscou et Saint-Pétersbourg ? "	"Which prospect between Moscow and St Petersburg? A study about a road"	";planning of the land;transport;cartography;cartographie;Russia;transportation;aménagement du territoire;Russi"	"Russie,aménagement du territoire,transport,cartographie"	";Dimitri , Issaev"	"2008-02-12"	"fr"	"true"	"0"	"15"
"960"	""	"3634303409448175471"	"Berque A., 2000,<em> Ecoumène- Introduction à l´étude des milieux humains</em>, Belin, Paris, 272 p."	""	""	""	";Emmanuel , Fabre"	"2001-02-06"	"fr"	"false"	"0"	"0"
"307"	"T0496"	""	"Voir et se mouvoir en marchant dans la ville"	""	""	""	";Marc , Relieu"	"1996-04-12"	"fr"	"false"	"0"	"2"
"26587"	"T1175"	""	"L’occupation et l’utilisation du sol en période de crise"	"Land use and occupancy after major catastrophes. The case of Tabarre municipality (Port-au-Prince, Haiti) after the earthquake of January 12th, 2010"	";occupation et utilisation du sol;land use and occupancy;vulnérabilité;cartography;cartographie;earthquake;Port-au-Prince;Haiti;disaster management;Haïti;gestion de crise;séisme;vulnerability;Tabarr"	"occupation et utilisation du sol,gestion de crise,séisme,vulnérabilité,cartographie,Tabarre,Port-au-Prince,Haïti"	";Robert , D’Ercole;Jérémy , Robert"	"2014-12-20"	"fr"	"true"	"0"	"29"
"968"	""	""	"LOW Nicholas, GLEESON Brendan, ELANDER Ingemar, LIDSKOG Rolf (eds), 2000, <em>Consuming Cities. The Urban Environment in the Global Economy after the Rio Declaration</em>, New-York : Routledge, 315 p."	""	""	""	";Renaud , Le Goix"	"2000-10-24"	""	"false"	"0"	"0"
"25226"	"T1031"	"9978289116059688680"	"La maîtrise des populations de grands ongulés dans les espaces naturels protégés : comment gérer la spatialité animale par des territoires humains ?"	"The control of the populations of tall ongulated within protected natural spaces: a territorial issue for men or for animals?"	";pastoralisme;national park;mountain;wolf;pastoralism;montagne;régulation;ongulés;regulation;parc national;ongulated;lou"	"loup,montagne,ongulés,parc national,pastoralisme,régulation"	";Yves , Poinsot;François , Saldaqui"	"2012-03-31"	""	"true"	"0"	"31"
"26555"	"T1171"	"14407312886767979975"	"Impact de la brise de mer sur le confort thermique au Maghreb oriental durant la saison chaude"	"Sea breeze impact on thermal comfort in Eastern Maghreb"	";thermal comfort;Eastern Maghreb;sea breeze;confort thermique;Maghreb oriental;bris"	"Maghreb oriental,brise,confort thermique"	";Salem , Dahech"	"2014-12-02"	"fr"	"true"	"0"	"39"
"1750"	"T0071"	"12317603598572057917"	"La réhabilitation fonctionnelle des villes pré-coloniales d’Ouzbékistan : un outil de domination politique ?"	"Functional rehabilitation of the pre-colonial urban areas in Uzbekistan : a tool for political domination ?"	";fonctions urbaines;Uzbekistan;réhabilitation;Ouzbékistan;urban function;Samarkand;Samarcande;patrimoine urbain;Bukhara;Khiva;Tachkent;Boukhara;Tashkent;urban heritage;rehabilitatio"	"Boukhara,fonctions urbaines,Khiva,Ouzbékistan,patrimoine urbain,réhabilitation,Samarcande,Tachkent"	";Guillemette , Pincent"	"2006-06-19"	"fr"	"true"	"0"	"22"
"1413"	"T0062"	"11116788812234160513"	"La récupération de l’eau de pluie dans les bâtiments : les enjeux d’une pratique de décentralisation partielle de la gestion des services d’eau"	"Rainwater harvesting in buildings: stakes of a partial decentralization practice of water services management"	";building;rainwater harvesting;water management;bâtiment;récupération de l’eau pluviale;gestion de l’ea"	"gestion de l’eau,récupération de l’eau pluviale,bâtiment"	";Bernard , De Gouvello"	"2004-10-15"	"fr"	"true"	"0"	"0"
"1296"	"T0267"	""	"Bassins – versants et décentralisation administrative : esquisse de comparaison France/Espagne"	"Water basin and decentralization : comparative approach between Spanish and French experiences."	";bassin-versant;river basin;water management;décentralisation;gestion de l’eau;decentralizatio"	"bassin-versant,décentralisation,gestion de l’eau"	";Sylvie , Clarimont"	"2004-10-15"	"fr"	"true"	"0"	"0"
"22746"	"T0846"	"11963275816837351034"	"La côte marocaine à vélo (février 2007) : Casablanca"	""	""	""	";Bruno , Koper"	"2009-11-02"	"Fr"	"false"	"0"	"0"
"26362"	"T1158"	""	"Un indicateur global d’évaluation de la vulnérabilité écologique du milieu le long de grandes infrastructures linéaires : Pourquoi ? Comment ?"	"A biodiversity intactness index for main linear infrastructure projects. The exemple of the Seine-North Europe project"	";biodiversity;indicateur de biodiversité;enjeux environnementaux;environmental issues;vulnérabilité écologique;acteurs de l’aménagement;sustainable indicator;environmental conservation;biodiversity indicator;aide à la décision en aménagement;land settlement operator;planning decision-making tools;zonage;évaluation environnementale;biodiversité;environmental assessment;ecological vulnerability;indicateurs de développement durable;zoning;protection/conservation de la natur"	"acteurs de l’aménagement,aide à la décision en aménagement,biodiversité,enjeux environnementaux,évaluation environnementale,indicateurs de développement durable,indicateur de biodiversité,protection/conservation de la nature,vulnérabilité écologique,zonage"	";Émilie , Lorant-Plantier"	"2014-07-16"	"fr"	"true"	"0"	"99"
"24935"	"T1028"	"10196710770569513994"	"Sciences du relief ou géomorphologie ?"	"Landform studies or geomorphology? An attempt to define an interdisciplinary domain between the geosciences and the social sciences"	";Environment;paysage;géologie;Landscape;sciences sociales;géographie;histoire;géomorphologie;Geosciences;Social sciences;risques;Land use planning;hazards;Geomorphology;History;géosciences;Geology;sciences de la Terre;aménagement du territoire;Geography;Earth sciences;environnemen"	"aménagement du territoire,environnement,géographie,géologie,géomorphologie,géosciences,histoire,paysage,risques,sciences sociales,sciences de la Terre"	";Christian , Giusti"	"2012-01-29"	"fr"	"true"	"0"	"190"
"24768"	"T0990"	"1512112653055887875"	"Cybergeo and the Consumer Society"	""	""	""	";Denise , Pumain;Christine , Kosmopoulos"	"2011-11-04"	"en"	"false"	"0"	"0"
"3389"	"T0092"	"1526877235202967392"	"Elargissement de l’Union Européenne : résultats des référendums sur l’adhésion dans les pays d’Europe centrale et orientale"	""	";géographie électorale;electoral geography;Central and Eastern Europe;referendum;enlargement;élargissement de l’Union Européenne;Europe centrale et oriental"	"Europe centrale et orientale,géographie électorale,élargissement de l’Union Européenne,referendum"	";Violette , Rey;Hélène , Roth;Séverine , Mulatier"	"2004-04-09"	"fr"	"false"	"0"	"0"
"22147"	""	""	"Salomon Cavin Joëlle, 2005, <em>La ville mal-aimée. Représentations anti-urbaines et aménagement du territoire en Suisse : analyse, comparaisons, évolution</em>, Lausanne, Editions Presses polytechniques et universitaires romandes."	""	""	""	";Roland , Carrupt"	"2009-04-02"	""	"false"	"0"	"0"
"23669"	"T0953"	"11789917488390849702"	"Une géographie de la famille en Europe du Sud"	"A Geography of Family in Southern Europe"	";Portugal;géographie de la population;urban geography;Greece;Spain;Espagne;géographie urbaine;Grèce;epistemology;Europe du Sud;Italy;southern europe;social geography;family;épistémologie;population geography;famille;Italie;géographie social"	"épistémologie,Espagne,Europe du Sud,famille,géographie de la population,géographie sociale,géographie urbaine,Grèce,Italie,Portugal"	";Thomas , Pfirsch"	"2011-05-25"	"fr"	"true"	"0"	"51"
"1671"	"T0436"	""	"Deriving supply-side variables to extend geodemographic classification"	""	";emploi;labour market;Geodemographics;interaction;géodémographi"	"géodémographie,emploi,interaction"	";James , Debenham;Graham , Clarke;John , Stillwell"	"2002-09-18"	"en"	"false"	"0"	"26"
"5227"	"T0264"	"1568111486229622334"	"Modèle de généralisation de données urbaines à base de contraintes et d´autonomie"	"Generalisation Model of urban datas"	";spatial analysis;multi-agents;généralisation;multi-agent system;analyse spatiale;GIS;SIG;generalisatio"	"analyse spatiale,généralisation,multi-agents,SIG"	";Anne , Ruas"	"1999-10-05"	"fr"	"true"	"0"	"11"
"934"	""	"14782246934578927658"	"Pouzoulet C., <em>New York, construction historique d´une métropole</em>, 1999, Paris, Ellipses, 128 p."	""	""	""	";Catherine , Rhein"	"2001-03-28"	"fr"	"false"	"0"	"0"
"750"	""	"14315192878101113766"	"Gravari-Barbas M. (dir.), 2005, <em>Habiter le patrimoine. Enjeux, approches, vécu</em>, Rennes, P.U.R., 618 p."	""	""	""	";Marianne , Blidon"	"2005-11-23"	"fr"	"false"	"0"	"0"
"24931"	"T1008"	""	"Choix résidentiel et gentrification dans une ville moyenne"	"Choice of housing and gentrification in a medium size city. Profiles, trajectories and motivations of the residents of new dwellings in Neuchatel (Switzerland)"	";régénération urbaine;Suisse;urban regeneration;ville moyenne;residential mobility;mobilité résidentielle;medium-sized city;Switzerland;gentrificatio"	"gentrification,mobilité résidentielle,régénération urbaine,Suisse,ville moyenne"	";Patrick , Rérat"	"2012-01-19"	"fr"	"true"	"0"	"64"
"22410"	"T0841"	"16356186711231100518"	"Action culturelle éducative et politique de la ville"	"Cultural and educative action and urban policy"	";pedagogy;cultural geography;arts;urban geography;pédagogie;enfance;ville;politique de la ville;géographie urbaine;education;city;urban policy;éducation;teenagers;géographie culturell"	"ville,politique de la ville,éducation,géographie urbaine,géographie culturelle,pédagogie,enfance,arts"	";Gérard-François , Dumont"	"1999-02-10"	"fr"	"true"	"0"	"0"
"26427"	"T1129"	"13884707852295300503"	"Périurbanisation et durabilité : inverser la perspective"	"Peri-urbanization and Sustainability: Changing Perspective in a Radical Way"	";place-based governance;durabilité;pratiques spatiales;peri-urbanization;planning;périurbanisation;aménagement;decision-making;sustainability;aide à la décision;gouvernance territoriale;spatial practice"	"périurbanisation,durabilité,aide à la décision,aménagement,pratiques spatiales,gouvernance territoriale"	";François , Mancebo"	"2014-07-28"	"fr"	"true"	"0"	"93"
"3843"	"T0025"	"17780280227070073130"	"La ville, le fait urbain dans les programmes de géographie du cycle III de l’école élémentaire (1882-2002) "	"The City in the geographical's curriculum during the third cycle ofelementary school (1182-2002)"	";public programs;instructions officielles;geographical knowledge;ville;concepts;savoirs à enseigner;cit"	"instructions officielles,savoirs à enseigner,ville,concepts"	";Anne , Bouchut"	"2003-12-10"	"fr"	"true"	"0"	"30"
"2898"	"T0089"	"4954742153524534599"	"Concepts et modélisations de la diffusion géographique"	"Concepts and modeling of spatial diffusion"	";modèle stochastique;spatial diffusion;logistic model;automate cellulaire;modèle logistique;deterministic model;diffusion spatiale;modèle déterministe;stochastic model;simulation;cellular automat"	"automate cellulaire,diffusion spatiale,modèle déterministe,modèle logistique,modèle stochastique,simulation"	";Eric , Daudé;Patrice , Langlois"	"2007-03-09"	"fr"	"true"	"0"	"0"
"15663"	""	""	"Cosandey D., [1997] 2007, <em>Le secret de l’Occident. Vers une théorie générale du progrès scientifique</em>, Paris, Flammarion, coll. Champs, 864 p."	""	""	""	";Laurent , Gagnol"	"2007-12-21"	"fr"	"false"	"0"	"0"
"27006"	""	"7308408706742979629"	"Corbillé S., 2013, Paris bourgeoise, Paris bohème. La ruée vers l’Est, Paris, Presses universitaires de France, 286 p."	""	""	""	";Arnaud , Delamarre"	"2015-05-28"	"fr"	"false"	"0"	"13"
"25514"	"T1035"	"3684699652146991886"	"A Web 3.0-driven Collaborative Multicriteria Spatial Decision Support System"	""	";Web 2.0;MCDA;Web 3.0;Web sémantique;ontologie;MC-SDSS;Semantic Web;ontology;GIS;SI"	"MC-SDSS,MCDA,ontologie,SIG,Web 2.0,Web 3.0,Web sémantique"	";Jacek , Malczewski;Mohammadreza , Jelokhani-Niaraki"	"2012-09-13"	"en"	"false"	"0"	"40"
"22806"	"T0851"	"2009987668862926666"	"La restauration écologique : une nouvelle formation du monde ?"	"Ecological Restoration: Reshaping the World?"	";art environnemental;pragmatisme;restauration écologique;environmental art;esthétique environnementale;restoration ecology;environmental aesthetics;pragmatis"	"restauration écologique,pragmatisme,art environnemental,esthétique environnementale"	";Nathalie , Blanc;Jacques , Lolive"	"2009-12-14"	"fr"	"true"	"0"	"38"
"24872"	"T0992"	"11877558273471361661"	"The spatial influence of Tunisian cities via the diffusion of innovative multi-site companies"	""	";proximity;spatial diffusion;spatial dynamics;influence;urban hierarchy;company networks;urban system;Tunisi"	""	";Amor , Belhedi"	"2011-12-16"	"en"	"false"	"0"	"44"
"883"	""	"8492389485823381581"	"Rey V., Groza O., Ianos I., Patroescu M., 2000, <em>Atlas de la Roumanie</em>, Paris, CNRS-GDR Libergéo-La Documentation Française."	""	""	""	";Gilles , Palsky"	"2002-02-08"	"fr"	"false"	"0"	"0"
"25120"	"T1062"	"6469640394001848604"	"Le Goix R., avec Suss C. (cartographe), 2009, Atlas de New York, Paris, Autrement, collection Atlas/Mégalopoles, 88 p."	""	""	""	";Henry , Ciesielski;Arthur , Hibert"	"2012-02-03"	"fr"	"false"	"0"	"0"
"24955"	"T1049"	"18029957659138074413"	"Reclus E., 2011, Projet de globe au 100.000e, Paris, Éditions B2, 96 p. (Première édition : 1895). Introduction de Nikola Jankovic"	""	""	""	";Federico , Ferretti"	"2012-01-17"	"fr"	"false"	"0"	"10"
"279"	"T0210"	"2692206778727792525"	"L’information routière : quel effet sur le trafic ?"	""	""	""	";Simon , Cohen"	"1996-04-12"	"fr"	"false"	"0"	"1"
"25332"	"T1025"	"2929386458535285570"	"Les espaces de vie individuels : de la géographie à une application empirique en démographie"	"Individual life spaces: from geography to an empirical application in demography"	";demography;démographie;espace de vie;spatial mobility;mobilité spatiale;quantitative analysis;analyse quantitative;life spac"	"espace de vie,démographie,mobilité spatiale,analyse quantitative"	";Nicolas , Robette"	"2012-04-27"	"fr"	"true"	"0"	"31"
"23131"	"T0889"	""	"Make them walk ! Simulating pedestrian movement in dynamic environments"	""	";système multi-agents;agent-based model;pedestrian movement;planning;déplacement piéton;aménagement piéton;architecture;simulatio"	"aménagement piéton,architecture,déplacement piéton,simulation,système multi-agents"	";Angèle , Charpentier;Arnaud , Banos"	"2010-05-17"	"en"	"false"	"0"	"0"
"22543"	"T0811"	"4661383205191784740"	"Les élections européennes de 2009 en France. Existe-t-il un vote des « grandes régions » ?"	"The results of the european elections in France (2009)"	""	""	";Jean-Paul , Gosset;Michel , Bussi;Céline , Colange"	"2009-07-02"	"fr"	"true"	"0"	"0"
"22981"	"T0879"	"9665056995793304960"	"Comment Élisée Reclus est devenu athée. Un nouveau document biographique"	"How Élisée Reclus became an atheist. A new biographic document"	";Dordogne;Ritter;Mečnikov;Reclus;GARF;Metchnikof"	"Dordogne,GARF,Metchnikoff,Reclus,Ritter"	";Federico , Ferretti"	"2010-03-16"	"fr"	"true"	"0"	"24"
"5081"	"T0637"	"9879994355249747059"	"Observation de terrain et télédétection (Baie du Roi, Spitsberg nord-occidental)"	"Samples plans and field observation in teledetection"	";terrain;Spitsberg;ruissellement;télédétection;plan d’échantillonnag"	"plan d’échantillonnage,ruissellement,Spitsberg,télédétection,terrain"	";Dominique , Laffly"	"1999-06-16"	"fr"	"true"	"0"	"0"
"9992"	"T0593"	""	"Amilhat-Szary A-L, Fourny M.-C. (dir.), 2006, Après les frontières, avec la frontière, Nouvelles dynamiques transfrontalières en Europe, Editions de l’Aube, La Tour d’Aigues, 170 p."	""	""	""	";Cécile , Buxeda"	"2007-09-12"	"fr"	"false"	"0"	"0"
"1547"	"T0607"	"8491198797129448658"	"Durability of settlement systems : a long term perspective"	""	";durabilité;système de peuplement;modèle dynamiqu"	"système de peuplement,durabilité,modèle dynamique"	";Lena , Sanders"	"1997-10-02"	"en"	"false"	"0"	"9"
"2500"	"T0277"	"16773861079210337760"	"Gestion de l’historicité et méthodes de mise à jour dans les SIG"	"Historicity management and updating methods in GIS"	";update;modélisation;évolution;mise à jour;spatio-temporel;historicité;modelling;spatio-temporal;GIS;evolution;SIG;historicit"	"SIG,modélisation,évolution,historicité,mise à jour,spatio-temporel"	";Damien , Paque"	"2004-06-23"	"fr"	"true"	"0"	"35"
"1836"	""	""	"Systèmes de villes et pouvoir. L’analyse de Giovanni Botero à l’époque de la Renaissance<a class=footnotecall id=bodyftn1 href=#ftn1>1</a>"	"Systems of cities and government. An analysis by Giovanni Botero at the time of the Renaissance."	";history of political thought;territory;système de villes;Renaissance;urban system;histoire de la pensée politique;croissance urbaine;urban growth;pouvoir;territoriality;territoire;gouvernement;government;political power;territorialit"	"croissance urbaine,gouvernement,histoire de la pensée politique,pouvoir,Renaissance,système de villes,territoire,territorialité"	";Denise , Pumain;Jean-Pierre , Gaudin"	"2002-11-14"	"fr"	"true"	"0"	"1"
"928"	""	"1368899979949066124"	"Amirou R., Bachimon P. (dir.), 2000, <em>Le tourisme local - Une culture de l´exotisme</em>, Paris, L´Harmattan."	""	""	""	";Sophie , Bonin"	"2001-05-03"	"fr"	"false"	"0"	"0"
"24816"	"T0988"	"13680631819154541499"	"Fuzzy Difference Operators for Spatial Change Detection in 2D Spatial Scene"	""	";change in spatial relations;relation topologique et directionnelle floue;changement des relations spatials;fuzzy topological and directional relations matrix;fuzzy matrix calculus;les opérateurs de différence floue;fuzzy difference operators;calcul flo"	"calcul flou,changement des relations spatials,les opérateurs de différence floue,relation topologique et directionnelle floue"	";Nadeem , Salamat;El-hadi , Zahzah"	"2011-11-23"	"en"	"false"	"0"	"0"
"887"	""	"6544359387842080723"	"Domon G., Beaudet G., Joly M., 2000, <em>Évolution du territoire Laurentidien</em>, Université de Montréal/Isabelle Quentin, 146 p."	""	""	""	";Jean-Pierre , Chevalier"	"2001-11-04"	"fr"	"false"	"0"	"0"
"866"	""	"6500539954582310953"	"Amirou R. (dir), 2001, <em>Imaginaire, Tourisme et Exotisme</em>, Les Cahiers de l´IRSA, n°5, Mai"	""	""	""	";Bernard , Debarbieux"	"2002-06-10"	"fr"	"false"	"0"	"0"
"356"	"T0644"	"2189976802934967508"	"Intervention de Mr. Christopher Board"	""	""	""	";Christopher , Board"	"1997-12-12"	"fr"	"false"	"0"	"0"
"692"	""	""	"tude dynamique de l’"	"A dynamic study of romano-byzantins settlements in North Syria : parcel and survey location"	";télédétection;remote sensin"	"télédétection"	";Pierre , Bilgen;Jean-Paul , Gilg;Georges , Tate"	"2000-05-05"	"fr"	"true"	"0"	"0"
"2463"	"T0002"	"7454357807241263216"	"L’accessibilité, marqueur des inégalités de rayonnement des villes portuaires en Europe"	"Accessibility as a marker of disparities of influence among port cities in Europe"	";accessibilité;inégalités spatiales;port city;réseau;Europe;spatial disparity;potential model;network;transport routier de marchandises;graphe;freight road transport;graph;rayonnement;ville portuaire;modèle de potentiel;accessibilit"	"accessibilité,Europe,graphe,inégalités spatiales,modèle de potentiel,rayonnement,réseau,transport routier de marchandises,ville portuaire"	";Laurent , Chapelon"	"2006-07-11"	"fr"	"true"	"0"	"26"
"26401"	"T1142"	""	"Peut-on cartographier des taches urbaines à partir d’images Google Earth ?"	"Mapping urban areas using Google Earth mosaic images"	";morphologie mathématique;West Africa;Google Earth;Afrique de l’Ouest;Remote sensing;Mathematical morphology;taches urbaines;télédétection;Urban areas delineatio"	"Google Earth,morphologie mathématique,taches urbaines,Afrique de l’Ouest,télédétection"	";Corinne , Vachier;Catherine , Mering;Johanna , Baro"	"2014-07-24"	"fr"	"true"	"0"	"11"
"26100"	"T1125"	"1926076497446148057"	"La diffusion de la géographie théorique et quantitative européenne francophone d’après les réseaux de communications aux colloques européens (1978-2011)"	"Communications networks in European colloquiums and diffusion of French-speaking European theoretical and quantitative geography (1978-2011)"	";diffusion;theoretical and quantitative geography;Analyse de réseaux;histoire de la géographie;history of geography;mouvement scientifique;geography of science;sociology of science;scientific movement;network analysis;sociologie des sciences;ecTQG;Diffusion;géographie théorique et quantitative;géographie des science"	"Analyse de réseaux,diffusion,ecTQG,géographie des sciences,histoire de la géographie,géographie théorique et quantitative,mouvement scientifique,sociologie des sciences"	";Sylvain , Cuyala"	"2013-12-03"	"fr"	"true"	"0"	"41"
"809"	""	"16079875313693074679"	"Reitel B., Zander P., Piermay J.L., Renard JP (coord.), 2002, <em>Villes et frontières</em>, Paris, Economica- Anthropos, collection Villes, 268 p."	""	""	""	";Cécile , Buxeda"	"2003-09-19"	"fr"	"false"	"0"	"0"
"5342"	"T0412"	"8594684296783494946"	"Cyberspace - The Emerging Nervous System of Global Society and its Spatial Functions"	""	";mondialisation;cybermonde;global society;espace virtuel;cyberspace;contraction de l'espace;shrinking worl"	"contraction de l'espace,cybermonde,espace virtuel,mondialisation"	";E. M. , Roche;Henry , Bakis"	"1998-05-28"	"en"	"false"	"0"	"10"
"25580"	"T1071"	""	"Populations rurales algériennes : encadrement socio-administratif et émigration"	""	""	""	";Claude , Bataillon"	"2012-11-13"	"fr"	"false"	"0"	"6"
"5172"	"T0491"	"13588517725559598487"	"Modélisation des déplacements domicile/travail et des déplacements associés et des déplacements associés "	""	";générateurs de déplacement;multi-ground trip;déplacements multi-motifs;inter-municipalities trips;appariement;déplacements intercommunaux;trip generator;trip sequence;séquences de déplacements;pairin"	"appariement,déplacements intercommunaux,déplacements multi-motifs,générateurs de déplacement,séquences de déplacements"	";Sophie , Passegué;Jean Renaud , Dumas;Mohamed , Hilal"	"1999-06-16"	"fr"	"false"	"0"	"0"
"22022"	"T0791"	"3741933751709278818"	"La vulnérabilité territoriale : une nouvelle approche des risques en milieu urbain"	"Territorial vulnerability: a new approach of risks in urban areas"	";vulnérabilité urbaine;urban vulnerability;transmission of vulnerabilities;transmission de vulnérabilités;Quito;risks;mapping;enjeux majeurs du territoire;vulnérabilité spatiale;territorial vulnerability;strategic elements of the territory;spatial vulnerabilit"	"enjeux majeurs du territoire,transmission de vulnérabilités,vulnérabilité spatiale,vulnérabilité urbaine"	";Robert , D’Ercole;Pascale , Metzger"	"2009-03-31"	"fr"	"true"	"0"	"15"
"22845"	"T0862"	"4703122674876882695"	"Inhabiting the Digital Planet"	""	""	""	";Denise , Pumain"	"2009-12-06"	"en"	"false"	"0"	"0"
